customer_id,tenure,event_observed,churn_prob_within_6m,churn_prob_within_12m,churn_prob_within_24m,survival_risk_tier
3419-SNJJD,65,1,0.0658,0.0972,0.1482,Low
1794-SWWKL,15,0,0.0657,0.097,0.1479,Low
2144-BFDSO,50,0,0.0656,0.0969,0.1478,Low
2408-PSJVE,44,0,0.0655,0.0967,0.1475,Low
1215-VFYVK,4,0,0.0653,0.0965,0.1471,Low
4080-IIARD,13,0,0.0652,0.0964,0.147,Low
1465-LNTLJ,8,0,0.065,0.0961,0.1465,Low
0820-FNRNX,17,0,0.065,0.0961,0.1466,Low
2189-UXTKY,22,1,0.065,0.096,0.1465,Low
7351-MHQVU,6,0,0.065,0.096,0.1465,Low
1684-FLBGS,23,0,0.0648,0.0958,0.1461,Low
3466-BYAVD,15,0,0.0648,0.0958,0.1461,Low
0870-VEMYL,5,1,0.0647,0.0956,0.1458,Low
5447-VYTKW,27,0,0.0647,0.0956,0.1459,Low
8644-XYTSV,42,0,0.0646,0.0955,0.1457,Low
8467-WYNSR,22,0,0.0646,0.0954,0.1456,Low
0836-SEYLU,9,1,0.0645,0.0954,0.1455,Low
5092-STPKP,24,0,0.0644,0.0952,0.1453,Low
5995-OIGLP,12,1,0.0644,0.0952,0.1452,Low
5154-VEKBL,9,1,0.0642,0.0949,0.1448,Low
9504-DSHWM,20,0,0.0642,0.0948,0.1447,Low
6620-HVDUJ,24,0,0.064,0.0947,0.1445,Low
0447-BEMNG,48,1,0.064,0.0945,0.1443,Low
7143-BQIBA,10,0,0.0639,0.0944,0.1441,Low
4283-IVYCI,9,0,0.0637,0.0941,0.1436,Low
2930-UOTMB,31,1,0.0636,0.0941,0.1436,Low
7797-EJMDP,8,0,0.0636,0.094,0.1434,Low
9097-ZUBYC,14,0,0.0635,0.0939,0.1434,Low
8474-UMLNT,13,0,0.0634,0.0938,0.1431,Low
9774-NRNAU,27,0,0.0635,0.0938,0.1432,Low
2038-YSEZE,29,0,0.0634,0.0938,0.1432,Low
0742-MOABM,4,1,0.0634,0.0937,0.1431,Low
1730-VFMWO,34,0,0.0634,0.0937,0.143,Low
1848-LBZHY,7,0,0.0634,0.0937,0.143,Low
4323-SADQS,7,1,0.0632,0.0935,0.1427,Low
9108-EJFJP,1,0,0.0631,0.0932,0.1423,Low
0282-NVSJS,12,0,0.063,0.0931,0.1422,Low
8498-XXGWA,65,0,0.0629,0.093,0.142,Low
5151-HQRDG,37,0,0.0629,0.093,0.142,Low
1356-MKYSK,6,0,0.0626,0.0926,0.1414,Low
0699-NDKJM,57,0,0.0626,0.0925,0.1412,Low
9069-LGEUL,23,0,0.0624,0.0923,0.141,Low
4002-BQWPQ,25,0,0.0624,0.0923,0.1409,Low
0541-FITGH,2,0,0.0623,0.0921,0.1406,Low
1702-CCFNJ,52,0,0.0623,0.0921,0.1407,Low
9938-EKRGF,15,0,0.0622,0.092,0.1405,Low
3969-JQABI,58,0,0.062,0.0917,0.14,Low
8257-RZAHR,14,1,0.062,0.0917,0.1401,Low
2100-BDNSN,5,1,0.0618,0.0913,0.1395,Low
2616-UUTFK,33,0,0.0614,0.0908,0.1388,Low
8731-WBBMB,26,0,0.0608,0.0899,0.1374,Low
9661-MHUMO,1,1,0.0603,0.0892,0.1363,Low
6022-KOUQO,2,0,0.0602,0.089,0.1361,Low
2533-TIBIX,15,0,0.06,0.0888,0.1357,Low
0128-MKWSG,26,0,0.0594,0.0879,0.1345,Low
3472-OAOOR,19,0,0.0592,0.0877,0.1341,Low
0953-LGOVU,12,0,0.0592,0.0875,0.1339,Low
4431-EDMIQ,7,0,0.0591,0.0875,0.1338,Low
8070-AAWZP,24,0,0.0591,0.0875,0.1338,Low
9074-KGVOX,50,0,0.0586,0.0868,0.1328,Low
8250-ZNGGW,5,0,0.0579,0.0857,0.1311,Low
7672-VFMXZ,57,0,0.0577,0.0855,0.1308,Low
5307-UVGNB,53,0,0.0576,0.0853,0.1305,Low
5207-PLSTK,1,0,0.0576,0.0853,0.1305,Low
2075-RMJIK,5,0,0.0575,0.0852,0.1303,Low
9763-GRSKD,13,0,0.0575,0.0851,0.1302,Low
2959-EEXWB,45,0,0.0574,0.085,0.13,Low
2091-MJTFX,30,1,0.0573,0.0849,0.1299,Low
6483-OATDN,8,0,0.0573,0.0849,0.1299,Low
1169-WCVAK,19,0,0.0571,0.0846,0.1294,Low
9259-PACGQ,34,1,0.0571,0.0846,0.1295,Low
5012-YSPJJ,31,0,0.057,0.0845,0.1293,Low
9554-DFKIC,30,0,0.057,0.0845,0.1293,Low
4190-MFLUW,10,1,0.057,0.0844,0.1291,Low
0285-INHLN,27,0,0.057,0.0844,0.1292,Low
5325-UWTWJ,31,0,0.057,0.0844,0.1292,Low
3948-FVVRP,9,0,0.057,0.0844,0.1292,Low
8976-OQHGT,4,1,0.0569,0.0842,0.1289,Low
7130-CTCUS,16,0,0.0568,0.0842,0.1288,Low
3272-VUHPV,8,0,0.0569,0.0842,0.1289,Low
2270-CHBFN,44,0,0.0568,0.0841,0.1287,Low
3737-GCSPV,11,1,0.0567,0.084,0.1286,Low
6207-WIOLX,25,1,0.0567,0.0839,0.1285,Low
5832-EXGTT,29,0,0.0566,0.0838,0.1282,Low
4504-YOULA,35,0,0.0566,0.0838,0.1284,Low
5949-EBSQK,4,1,0.0564,0.0836,0.128,Low
2195-VVRJF,18,0,0.0564,0.0836,0.128,Low
3307-TLCUD,17,0,0.0564,0.0836,0.1279,Low
1976-AZZPJ,7,0,0.0564,0.0836,0.128,Low
4418-LZMSV,13,0,0.0564,0.0836,0.1279,Low
6366-XIVKZ,13,0,0.0563,0.0834,0.1277,Low
7691-KGKGP,53,0,0.0562,0.0832,0.1274,Low
0774-IFUVM,11,0,0.0562,0.0832,0.1274,Low
2522-AHJXR,60,0,0.0561,0.0831,0.1272,Low
0237-YFUTL,50,0,0.0561,0.0831,0.1272,Low
3179-GBRWV,21,0,0.056,0.0829,0.127,Low
7520-HQWJU,66,0,0.056,0.0829,0.127,Low
9158-VCTQB,41,1,0.0559,0.0828,0.1268,Low
3537-RYBHH,47,0,0.0558,0.0827,0.1266,Low
8401-EMUWF,42,0,0.0559,0.0827,0.1267,Low
1352-VHKAJ,27,0,0.0557,0.0825,0.1264,Low
1530-ZTDOZ,49,0,0.0556,0.0824,0.1262,Low
1163-ONYEY,41,0,0.0555,0.0822,0.126,Low
6476-YHMGA,15,0,0.0554,0.082,0.1257,Low
8198-RKSZG,14,0,0.0551,0.0817,0.1252,Low
5542-DHSXL,4,0,0.0542,0.0803,0.1231,Low
9931-KGHOA,46,0,0.0542,0.0803,0.1231,Low
2043-WVTQJ,1,0,0.0541,0.0802,0.1229,Low
8221-EQDGL,35,0,0.0537,0.0796,0.122,Low
7964-YESJC,24,0,0.0533,0.079,0.1212,Low
3099-OONVS,25,0,0.0524,0.0777,0.1192,Low
9143-CANJF,24,0,0.0523,0.0776,0.119,Low
7803-XOCCZ,52,0,0.052,0.0771,0.1182,Low
0744-GKNGE,64,0,0.0518,0.0769,0.1179,Low
4592-IWTJI,3,1,0.0517,0.0767,0.1177,Low
0032-PGELS,1,1,0.0516,0.0766,0.1174,Low
2826-DXLQO,7,0,0.0515,0.0764,0.1173,Low
7905-NJMXS,7,0,0.0515,0.0763,0.1171,Low
1810-MVMAI,30,0,0.0514,0.0763,0.117,Low
9057-MSWCO,27,1,0.0514,0.0762,0.117,Low
7789-CRUVC,61,0,0.0513,0.076,0.1167,Low
2683-JXWQQ,61,0,0.0512,0.0759,0.1165,Low
9822-BIIGN,53,0,0.0512,0.0759,0.1164,Low
4489-SNOJF,35,1,0.0511,0.0758,0.1164,Low
8741-LQOBK,46,0,0.051,0.0757,0.1161,Low
8840-DQLGN,35,1,0.051,0.0756,0.1161,Low
3096-JRDSO,27,1,0.0508,0.0754,0.1157,Low
1061-PNTHC,56,0,0.0508,0.0753,0.1156,Low
1421-HCERK,30,0,0.0508,0.0753,0.1156,Low
2931-SVLTV,40,0,0.0508,0.0753,0.1156,Low
3694-DELSO,4,0,0.0506,0.0751,0.1152,Low
0177-PXBAT,33,0,0.0506,0.0751,0.1152,Low
9481-IEBZY,72,0,0.0505,0.0749,0.1149,Low
7989-VCQOH,18,0,0.0505,0.0749,0.115,Low
6473-ULUHT,16,0,0.0504,0.0748,0.1148,Low
0117-LFRMW,37,1,0.0504,0.0748,0.1148,Low
1492-QGCLU,53,0,0.0504,0.0747,0.1147,Low
2778-OCLGR,24,1,0.0504,0.0747,0.1147,Low
4685-ERGHK,57,0,0.05,0.0742,0.1139,Low
3428-MMGUB,60,0,0.0499,0.074,0.1136,Low
1370-GGAWX,46,0,0.0497,0.0737,0.1131,Low
1871-MOWRM,12,1,0.0496,0.0736,0.113,Low
1447-PJGGA,57,1,0.0496,0.0736,0.113,Low
7188-CBBBA,65,0,0.0496,0.0736,0.113,Low
3009-JWMPU,62,1,0.0495,0.0735,0.1129,Low
4072-IPYLT,36,0,0.0494,0.0733,0.1126,Low
3070-BDOQC,60,0,0.0494,0.0733,0.1126,Low
6497-TILVL,7,0,0.0494,0.0733,0.1126,Low
1452-XRSJV,39,0,0.0494,0.0733,0.1126,Low
9496-IVVRP,11,0,0.0494,0.0733,0.1126,Low
2014-MKGMH,46,0,0.0494,0.0732,0.1125,Low
4488-KQFDT,61,0,0.0492,0.0731,0.1122,Low
6749-UTDVX,72,0,0.0493,0.0731,0.1122,Low
7774-OJSXI,31,1,0.0493,0.0731,0.1123,Low
7975-TZMLR,47,0,0.0493,0.0731,0.1123,Low
6680-NENYN,43,1,0.0492,0.073,0.1121,Low
7203-OYKCT,72,0,0.0492,0.073,0.1121,Low
6752-APNJL,42,0,0.0491,0.0729,0.1119,Low
5035-PGZXH,56,0,0.0491,0.0729,0.1119,Low
5590-ZSKRV,8,0,0.0491,0.0729,0.1119,Low
5876-HZVZM,6,1,0.049,0.0727,0.1117,Low
8450-JOVAH,2,1,0.049,0.0726,0.1116,Low
6234-PFPXL,22,0,0.0489,0.0725,0.1114,Low
0274-JKUJR,7,0,0.0488,0.0724,0.1112,Low
0487-RPVUM,61,0,0.0487,0.0723,0.111,Low
2150-UWTFY,22,1,0.0486,0.0722,0.1109,Low
9489-UTFKA,8,0,0.0485,0.0719,0.1105,Low
3701-SFMUH,7,0,0.0481,0.0714,0.1097,Low
3059-NGMXB,14,0,0.0481,0.0714,0.1097,Low
1697-NVVGY,19,0,0.0481,0.0714,0.1097,Low
7088-FBAWU,17,0,0.0478,0.071,0.1091,Low
4184-TJFAN,3,1,0.0467,0.0693,0.1066,Low
5180-UCIIQ,22,1,0.0455,0.0676,0.104,Low
4628-WQCQQ,35,1,0.0454,0.0674,0.1037,Low
2382-BCKQJ,62,1,0.0447,0.0664,0.1022,Low
7299-GNVPL,23,0,0.0447,0.0664,0.1023,Low
7064-FRRSW,48,0,0.0446,0.0663,0.102,Low
0380-NEAVX,34,0,0.0446,0.0662,0.1019,Low
3349-ANQNH,59,0,0.0446,0.0662,0.1019,Low
0727-BMPLR,55,1,0.0446,0.0662,0.1019,Low
3162-KKZXO,55,0,0.0446,0.0662,0.1019,Low
2172-EJXVF,71,0,0.0443,0.0659,0.1014,Low
5176-LDKUH,48,0,0.0436,0.0648,0.0997,Low
2402-TAIRZ,37,0,0.0434,0.0644,0.0992,Low
3707-LRWZD,32,1,0.0432,0.0642,0.0988,Low
9128-CPXKI,59,0,0.0427,0.0634,0.0977,Low
8272-ONJLV,12,0,0.0427,0.0634,0.0977,Low
9402-CXWPL,70,0,0.0426,0.0633,0.0974,Low
7272-QDCKA,28,0,0.0425,0.0632,0.0973,Low
2001-EWBQU,60,0,0.0424,0.063,0.097,Low
0678-RLHVP,53,0,0.0423,0.0629,0.0969,Low
3621-CHYVB,57,0,0.0421,0.0626,0.0965,Low
8735-DCXNF,10,0,0.0418,0.0621,0.0957,Low
2202-OUTMO,34,0,0.0414,0.0616,0.0949,Low
9351-LZYGF,42,0,0.0411,0.0611,0.0942,Low
6439-LAJXL,9,0,0.041,0.0609,0.0939,Low
8851-RAGOV,25,0,0.0409,0.0608,0.0936,Low
9522-ZSINC,13,0,0.0398,0.0592,0.0913,Low
6202-JVYEU,9,0,0.0398,0.0592,0.0913,Low
5995-WWKKG,37,0,0.0398,0.0592,0.0913,Low
3705-PSNGL,45,1,0.0397,0.0591,0.0911,Low
9798-OPFEM,46,0,0.0396,0.0589,0.0908,Low
8461-EFQYM,38,0,0.0391,0.0582,0.0898,Low
2957-JIRMN,62,0,0.0389,0.0579,0.0893,Low
5084-OOVCJ,17,0,0.0378,0.0562,0.0868,Low
0377-JBKKT,22,0,0.0376,0.056,0.0865,Low
1153-GNOLC,33,0,0.0376,0.0559,0.0863,Low
7233-IOQNP,43,0,0.0375,0.0557,0.0861,Low
4905-JEFDW,11,1,0.0374,0.0556,0.0858,Low
3594-KADLU,3,0,0.0374,0.0556,0.0858,Low
3402-XRIUO,22,0,0.0372,0.0554,0.0855,Low
7217-JYHOQ,24,0,0.037,0.0551,0.0851,Low
7136-IHZJA,40,0,0.037,0.055,0.0849,Low
1410-RSCMR,7,0,0.037,0.055,0.0849,Low
6575-SUVOI,25,0,0.0369,0.0549,0.0848,Low
6281-FKEWS,44,0,0.0368,0.0548,0.0847,Low
3606-SBKRY,31,0,0.0368,0.0547,0.0845,Low
8190-ZTQFB,41,0,0.0367,0.0546,0.0843,Low
1036-GUDCL,60,0,0.0366,0.0545,0.0842,Low
6303-KFWSL,29,0,0.0365,0.0543,0.0838,Low
3397-AVTKU,43,0,0.0362,0.0539,0.0832,Low
7470-DYNOE,53,0,0.0361,0.0538,0.0831,Low
9314-QDMDW,11,0,0.0361,0.0538,0.0831,Low
4104-PVRPS,24,0,0.036,0.0536,0.0828,Low
1202-KKGFU,12,0,0.036,0.0536,0.0827,Low
2988-PLAHS,3,0,0.0357,0.0532,0.0822,Low
4134-BSXLX,28,0,0.0356,0.053,0.0819,Low
6171-ZTVYB,43,0,0.0354,0.0526,0.0813,Low
0057-QBUQH,43,0,0.0353,0.0526,0.0812,Low
2200-DSAAL,68,0,0.0353,0.0525,0.0812,Low
0440-MOGPM,41,0,0.0353,0.0525,0.0812,Low
4646-QZXTF,7,0,0.0347,0.0517,0.0799,Low
4163-HFTUK,51,0,0.0343,0.0511,0.0791,Low
7311-MQJCH,5,0,0.0343,0.0511,0.0789,Low
0956-SYCWG,13,0,0.0343,0.051,0.0789,Low
5310-NOOVA,46,0,0.0342,0.051,0.0788,Low
5777-ZPQNC,12,0,0.0342,0.0509,0.0787,Low
0052-YNYOT,67,0,0.0341,0.0508,0.0786,Low
8259-NFJTV,7,0,0.0338,0.0504,0.0779,Low
4139-SUGLD,31,1,0.0338,0.0503,0.0778,Low
7356-AYNJP,4,0,0.0337,0.0502,0.0776,Low
5789-LDFXO,24,0,0.0336,0.0501,0.0774,Low
5075-JSDKI,59,0,0.0336,0.0501,0.0775,Low
5406-KGRMX,71,0,0.0336,0.0501,0.0774,Low
1839-UMACK,42,0,0.0336,0.05,0.0773,Low
4597-ELFTS,56,1,0.0336,0.05,0.0774,Low
6674-KVJHG,11,0,0.0335,0.05,0.0773,Low
9754-CLVZW,26,0,0.0335,0.0499,0.0772,Low
7136-RVDTZ,70,1,0.0334,0.0498,0.077,Low
7666-WKRON,39,1,0.0334,0.0497,0.0769,Low
3709-OIJEA,26,0,0.0332,0.0495,0.0765,Low
7025-IWFHT,41,0,0.033,0.0492,0.0762,Low
6008-NAIXK,54,0,0.0329,0.049,0.0757,Low
0080-OROZO,35,0,0.0328,0.0488,0.0755,Low
7486-KSRVI,43,1,0.0327,0.0488,0.0754,Low
9821-BESNZ,66,0,0.0326,0.0486,0.0752,Low
3685-YLCMQ,58,1,0.0326,0.0486,0.0751,Low
3932-CMDTD,4,1,0.0326,0.0485,0.0751,Low
6804-GDMOI,61,1,0.0325,0.0485,0.075,Low
6103-QCKFX,44,0,0.0325,0.0484,0.0748,Low
7245-JMTTQ,51,0,0.0324,0.0483,0.0747,Low
0835-JKADZ,71,0,0.0324,0.0483,0.0748,Low
6502-KUGLL,14,0,0.0323,0.0481,0.0745,Low
6322-HRPFA,49,0,0.0323,0.0481,0.0744,Low
5061-PBXFW,32,0,0.0322,0.048,0.0743,Low
9782-LGXMC,49,0,0.0322,0.048,0.0742,Low
4765-OXPPD,9,1,0.032,0.0478,0.0739,Low
4710-NKCAW,5,0,0.0321,0.0478,0.074,Low
5018-LXQQG,30,0,0.032,0.0477,0.0738,Low
4981-FLTMF,57,0,0.032,0.0477,0.0739,Low
5393-HJZSM,32,0,0.0316,0.0471,0.0729,Low
9565-JSNFM,38,1,0.0316,0.0471,0.0729,Low
6537-OTKMY,15,0,0.0316,0.0471,0.0729,Low
6599-GZWCM,13,0,0.0315,0.0469,0.0726,Low
4277-UDIEF,24,0,0.0314,0.0469,0.0725,Low
9170-GYZJC,41,1,0.0315,0.0469,0.0726,Low
6202-DYYFX,22,0,0.0314,0.0468,0.0725,Low
7925-PNRGI,45,0,0.0314,0.0468,0.0725,Low
0233-FTHAV,60,0,0.0313,0.0467,0.0722,Low
8231-BSWXX,71,0,0.0313,0.0467,0.0722,Low
6784-XYJAE,36,0,0.0313,0.0467,0.0723,Low
5343-SGUBI,52,0,0.0313,0.0466,0.0721,Low
6296-DDOOR,19,0,0.0312,0.0465,0.072,Low
4274-DRSQT,66,0,0.031,0.0462,0.0715,Low
2432-TFSMK,18,0,0.031,0.0462,0.0715,Low
1024-KPRBB,38,0,0.031,0.0462,0.0715,Low
6900-RBKER,52,0,0.031,0.0462,0.0715,Low
9391-YZEJW,62,0,0.0308,0.046,0.0712,Low
0956-ACVZC,54,0,0.0308,0.046,0.0712,Low
9644-KVCNC,66,0,0.0309,0.046,0.0713,Low
9979-RGMZT,7,0,0.0308,0.046,0.0712,Low
2379-GYFLQ,46,0,0.0308,0.0459,0.0711,Low
1732-FEKLD,54,0,0.0308,0.0459,0.0711,Low
6874-SGLHU,30,0,0.0308,0.0458,0.071,Low
6035-RIIOM,54,0,0.0307,0.0458,0.071,Low
9518-RWHZL,64,1,0.0307,0.0457,0.0708,Low
8982-NHAVY,27,0,0.0307,0.0457,0.0708,Low
9848-JQJTX,72,0,0.0306,0.0457,0.0707,Low
5447-WZAFP,53,0,0.0307,0.0457,0.0708,Low
0520-FDVVT,35,1,0.0306,0.0456,0.0706,Low
2325-WINES,32,0,0.0306,0.0456,0.0705,Low
2239-JALAW,58,1,0.0306,0.0456,0.0706,Low
2324-EFHVG,64,0,0.0306,0.0456,0.0705,Low
1899-VXWXM,48,1,0.0305,0.0455,0.0704,Low
4480-MBMLB,36,0,0.0305,0.0455,0.0705,Low
5193-QLVZB,63,0,0.0305,0.0455,0.0705,Low
6583-SZVGP,48,0,0.0305,0.0454,0.0703,Low
4129-LYCOI,67,0,0.0295,0.044,0.0682,Low
7572-KPVKK,62,0,0.0295,0.044,0.0682,Low
0479-HMSWA,26,0,0.0295,0.044,0.0681,Low
0723-VSOBE,45,0,0.0295,0.0439,0.068,Low
8651-ENBZX,60,1,0.0294,0.0438,0.0678,Low
4119-ZYPZY,71,0,0.0293,0.0437,0.0678,Low
8152-UOBNY,50,0,0.0293,0.0437,0.0678,Low
6664-FPDAC,56,1,0.0292,0.0436,0.0675,Low
9738-QLWTP,39,0,0.0286,0.0427,0.0662,Low
5686-CMAWK,17,0,0.0285,0.0425,0.0659,Low
0516-UXRMT,62,0,0.0283,0.0423,0.0655,Low
8945-MUQUF,51,1,0.0283,0.0422,0.0654,Low
2972-YDYUW,57,0,0.0283,0.0422,0.0654,Low
9845-PEEKO,59,0,0.0282,0.0421,0.0652,Low
0549-CYCQN,51,0,0.0282,0.0421,0.0652,Low
0959-WHOKV,42,0,0.0282,0.042,0.0651,Low
3587-PMCOY,10,0,0.0282,0.042,0.0651,Low
1116-DXXDF,39,0,0.0281,0.042,0.065,Low
0853-NWIFK,45,0,0.0281,0.042,0.0651,Low
6807-SIWJI,38,0,0.028,0.0418,0.0648,Low
4393-RYCRE,44,0,0.028,0.0418,0.0647,Low
1502-XFCVR,58,1,0.028,0.0418,0.0647,Low
7036-TYDEC,69,0,0.028,0.0418,0.0648,Low
8627-ZYGSZ,47,0,0.028,0.0417,0.0647,Low
2000-MPKCA,58,0,0.028,0.0417,0.0647,Low
2001-MCUUW,46,0,0.0279,0.0417,0.0646,Low
4250-ZBWLV,68,1,0.0279,0.0417,0.0646,Low
4016-BJKTZ,25,0,0.0279,0.0417,0.0646,Low
1698-XFZCI,61,0,0.028,0.0417,0.0647,Low
1707-HABPF,46,0,0.0279,0.0416,0.0644,Low
4869-EPIUS,56,0,0.0279,0.0416,0.0646,Low
4908-XAXAY,49,0,0.0279,0.0416,0.0645,Low
7921-LMDFQ,51,0,0.0278,0.0415,0.0643,Low
9233-PSYHO,45,0,0.0276,0.0412,0.0639,Low
0481-SUMCB,45,0,0.0276,0.0412,0.0638,Low
5716-LIBJC,13,0,0.0276,0.0412,0.0639,Low
6270-OMFIW,60,1,0.0275,0.0411,0.0637,Low
5443-SCMKX,58,0,0.0275,0.0411,0.0637,Low
6322-PJJDJ,49,0,0.0275,0.0411,0.0637,Low
7159-NOKYQ,67,0,0.0276,0.0411,0.0638,Low
4612-THJBS,56,1,0.0275,0.0411,0.0637,Low
1855-AGAWH,31,0,0.0276,0.0411,0.0637,Low
2927-QRRQV,46,0,0.0275,0.0411,0.0637,Low
6821-JPCDC,48,0,0.0275,0.041,0.0635,Low
2037-XJFUP,33,1,0.0275,0.041,0.0636,Low
0326-VDYXE,70,0,0.0275,0.041,0.0635,Low
6728-VOIFY,63,0,0.0275,0.041,0.0636,Low
1304-SEGFY,72,0,0.0275,0.041,0.0635,Low
0422-UXFAP,51,0,0.0274,0.0409,0.0634,Low
0665-XHDJU,72,0,0.0274,0.0409,0.0634,Low
1357-BIJKI,50,0,0.0274,0.0409,0.0635,Low
2929-QNSRW,56,1,0.0274,0.0409,0.0635,Low
1335-HQMKX,72,0,0.0274,0.0408,0.0633,Low
2623-DRYAM,70,0,0.0274,0.0408,0.0633,Low
2886-KEFUM,63,1,0.0272,0.0406,0.063,Low
9040-KZVWO,26,0,0.027,0.0403,0.0625,Low
9762-YAQAA,39,0,0.0268,0.0401,0.0621,Low
6869-FGJJC,68,0,0.0269,0.0401,0.0622,Low
1142-IHLOO,51,0,0.0267,0.0398,0.0617,Low
7820-ZYGNY,63,0,0.0266,0.0397,0.0616,Low
5649-VUKMC,12,1,0.0265,0.0395,0.0613,Low
8597-CWYHH,43,0,0.0265,0.0395,0.0613,Low
4159-NAAIX,63,0,0.0264,0.0394,0.0612,Low
2748-MYRVK,63,1,0.0264,0.0393,0.061,Low
3197-NNYNB,65,0,0.0262,0.0392,0.0608,Low
4097-YODCF,34,0,0.0254,0.0379,0.0588,Low
8979-CAMGB,64,0,0.0253,0.0378,0.0586,Low
1625-JAIIY,68,1,0.0252,0.0376,0.0584,Low
5981-ZVXOT,35,0,0.0252,0.0376,0.0583,Low
2469-DTSGX,72,0,0.0251,0.0375,0.0582,Low
4851-BQDNX,40,0,0.0251,0.0375,0.0582,Low
0691-IFBQW,46,1,0.0251,0.0375,0.0583,Low
5968-XQIVE,72,0,0.025,0.0374,0.058,Low
9419-IPPBE,51,0,0.025,0.0373,0.0579,Low
4607-CHPCA,25,1,0.025,0.0373,0.0579,Low
4184-VODJZ,63,0,0.025,0.0373,0.0579,Low
2252-ISRNH,9,0,0.025,0.0373,0.0579,Low
1644-IRKSF,33,1,0.0249,0.0372,0.0577,Low
8961-QDZZJ,57,0,0.0249,0.0372,0.0577,Low
5198-EFNBM,57,0,0.0249,0.0372,0.0577,Low
6486-LHTMA,31,0,0.0249,0.0372,0.0577,Low
5312-IRCFR,64,0,0.0249,0.0372,0.0578,Low
1470-PSXNM,49,0,0.0249,0.0372,0.0578,Low
4937-QPZPO,61,0,0.0248,0.037,0.0574,Low
0827-ITJPH,36,0,0.0248,0.037,0.0575,Low
9617-UDPEU,22,0,0.0247,0.0369,0.0573,Low
9498-FIMXL,8,0,0.0247,0.0369,0.0573,Low
4893-GYUJU,50,0,0.0247,0.0369,0.0573,Low
0428-AXXLJ,25,0,0.0247,0.0369,0.0572,Low
3970-XGJDU,62,0,0.0247,0.0369,0.0573,Low
1985-MBRYP,43,0,0.0247,0.0369,0.0572,Low
3178-CIFOT,23,0,0.0247,0.0369,0.0572,Low
6016-NXBNJ,35,0,0.0247,0.0369,0.0573,Low
9531-NSBMR,36,0,0.0247,0.0369,0.0573,Low
7941-RCJOW,65,0,0.0247,0.0369,0.0572,Low
0042-JVWOJ,26,0,0.0247,0.0369,0.0572,Low
3308-DGHKL,69,0,0.0247,0.0369,0.0573,Low
4425-OWHWB,20,0,0.0247,0.0369,0.0573,Low
0164-XAIRP,24,0,0.0247,0.0369,0.0572,Low
2277-BKJKN,71,0,0.0247,0.0369,0.0573,Low
6729-FZWSY,67,0,0.0247,0.0369,0.0572,Low
1179-INLAT,3,0,0.0247,0.0369,0.0572,Low
3721-WKIIL,27,0,0.0247,0.0369,0.0572,Low
8573-JGCZW,17,0,0.0247,0.0369,0.0572,Low
4299-OPXEJ,56,0,0.0247,0.0369,0.0572,Low
8809-RIHDD,72,1,0.0247,0.0369,0.0573,Low
9500-WBGRP,69,0,0.0247,0.0369,0.0573,Low
1231-YNDEK,58,0,0.0247,0.0369,0.0573,Low
0575-CUQOV,60,0,0.0247,0.0369,0.0573,Low
8717-VCTXJ,42,0,0.0247,0.0369,0.0572,Low
5961-VUSRV,12,0,0.0247,0.0369,0.0573,Low
4815-TUMEQ,10,0,0.0247,0.0369,0.0573,Low
7596-IIWYC,27,0,0.0246,0.0368,0.0571,Low
2926-JEJJC,8,0,0.0246,0.0368,0.0571,Low
7606-BPHHN,72,0,0.0247,0.0368,0.0572,Low
5495-GPSRW,20,0,0.0247,0.0368,0.0572,Low
3973-SKMLN,71,0,0.0247,0.0368,0.0571,Low
7167-PCEYD,67,0,0.0247,0.0368,0.0572,Low
2387-KDZQY,17,0,0.0246,0.0368,0.0571,Low
7297-DVYGA,51,0,0.0247,0.0368,0.0572,Low
5174-ITUMV,67,0,0.0247,0.0368,0.0572,Low
1964-SVLEA,20,0,0.0247,0.0368,0.0572,Low
5469-NUJUR,19,0,0.0246,0.0368,0.0571,Low
9588-YRFHY,49,0,0.0247,0.0368,0.0571,Low
5546-QUERU,13,0,0.0246,0.0368,0.0571,Low
3635-QQRQD,62,0,0.0246,0.0368,0.0571,Low
5231-FIQPA,41,0,0.0247,0.0368,0.0572,Low
6050-IJRHS,70,0,0.0246,0.0368,0.0571,Low
7815-PDTHL,35,0,0.0246,0.0368,0.0571,Low
6746-WAUWT,19,0,0.0247,0.0368,0.0572,Low
9912-OMZDS,59,0,0.0247,0.0368,0.0571,Low
2829-HYVZP,29,0,0.0247,0.0368,0.0572,Low
1955-IBMMB,59,0,0.0246,0.0368,0.0571,Low
3567-PQTSO,53,0,0.0247,0.0368,0.0572,Low
8510-BBWMU,41,0,0.0247,0.0368,0.0572,Low
8631-XVRZL,9,0,0.0246,0.0368,0.0571,Low
4318-RAJVY,10,0,0.0247,0.0368,0.0572,Low
6837-HAEVO,69,0,0.0247,0.0368,0.0572,Low
0301-KOBTQ,32,0,0.0246,0.0368,0.0571,Low
4378-BZYFP,17,0,0.0246,0.0367,0.057,Low
5176-LMJXE,47,0,0.0246,0.0367,0.057,Low
9534-NSXEM,26,0,0.0246,0.0367,0.057,Low
3692-JHONH,52,0,0.0246,0.0367,0.0569,Low
0100-DUVFC,70,0,0.0246,0.0367,0.057,Low
3458-IDMFK,25,0,0.0246,0.0367,0.0569,Low
8838-GPHZP,63,0,0.0246,0.0367,0.057,Low
