customer_id,monthly_potential_eur,upsell_priority
0750-EBAIU,14.38,Medium
7197-VOJMM,14.37,Medium
9489-DEDVP,14.37,Medium
3104-OWCGK,14.37,Medium
9281-PKKZE,14.37,Medium
3796-ENZGF,14.36,Medium
0334-GDDSO,14.36,Medium
6772-KSATR,14.35,Medium
2826-UWHIS,14.35,Medium
9050-IKDZA,14.34,Medium
2478-EEWWM,14.34,Medium
2495-INZWQ,14.33,Medium
0516-UXRMT,14.33,Medium
3280-MRDOF,14.32,Medium
4377-VDHYI,14.32,Medium
4915-BFSXL,14.31,Medium
5522-JBWMO,14.31,Medium
8039-ACLPL,14.3,Medium
2250-IVBWA,14.3,Medium
1478-VPOAD,14.3,Medium
8720-RQSBJ,14.3,Medium
1942-OQFRW,14.3,Medium
3736-BLEPA,14.29,Medium
1508-DFXCU,14.29,Medium
3018-TFTSU,14.28,Medium
0818-OCPZO,14.28,Medium
1895-QTKDO,14.28,Medium
3948-KXDUF,14.28,Medium
6650-VJONK,14.28,Medium
3085-QUOZK,14.28,Medium
9214-EKVXR,14.28,Medium
0620-DLSLK,14.27,Medium
2235-DWLJU,14.27,Medium
6087-YPWHO,14.26,Medium
6968-GMKPR,14.25,Medium
9091-WTUUY,14.24,Medium
6137-MFAJN,14.24,Medium
6128-DAFVY,14.23,Medium
7776-QGYJC,14.22,Medium
4459-BBGHE,14.18,Medium
0621-HJWXJ,14.17,Medium
2004-OCQXK,14.16,Medium
3961-SXAXY,14.15,Medium
4855-SNKMY,14.14,Medium
7663-RGWBC,14.13,Medium
6145-NNPNO,14.12,Medium
4824-GUCBY,14.12,Medium
8706-HRADD,14.11,Medium
4570-QHXHL,14.09,Medium
3798-EPWRR,14.09,Medium
2604-XVDAM,14.07,Medium
4361-JEIVL,14.07,Medium
9327-QSDED,14.07,Medium
2817-NTQDO,14.05,Medium
2739-CACDQ,14.05,Medium
6982-SSHFK,14.04,Medium
0415-MOSGF,14.04,Medium
0082-LDZUE,14.04,Medium
5989-OMNJE,14.02,Medium
1125-SNVCK,14.02,Medium
6142-VSJQO,14.02,Medium
8082-GHXOP,14.01,Medium
8887-IPQNC,14.0,Medium
0224-RLWWD,13.97,Medium
7963-GQRMY,13.97,Medium
4452-QIIEB,13.96,Medium
4566-QVRRW,13.96,Medium
8775-CEBBJ,13.95,Medium
0602-DDUML,13.95,Medium
3754-DXMRT,13.95,Medium
7615-ESMYF,13.94,Medium
2372-HWUHI,13.93,Medium
9708-HPXWZ,13.92,Medium
0885-HMGPY,13.92,Medium
9565-FLVCG,13.92,Medium
2903-YYTBW,13.9,Medium
5858-EAFCZ,13.9,Medium
4146-SVFUD,13.9,Medium
6595-COKXZ,13.89,Medium
7314-OXENN,13.89,Medium
8180-AKMJV,13.89,Medium
2725-IWWBA,13.89,Medium
1635-FJFCC,13.89,Medium
5840-NVDCG,13.89,Medium
3132-TVFDZ,13.87,Medium
9448-REEVD,13.87,Medium
2240-HSJQD,13.85,Medium
1172-VIYBP,13.84,Medium
7729-JTEEC,13.82,Medium
7593-JNWRU,13.81,Medium
4816-JBHOV,13.81,Medium
5046-NUHWD,13.8,Medium
8455-HIRAQ,13.8,Medium
3258-SANFR,13.8,Medium
1728-BQDMA,13.79,Medium
3945-GFWQL,13.79,Medium
8242-JSVBO,13.79,Medium
0374-IOEGQ,13.79,Medium
5707-ZMDJP,13.78,Medium
4608-LCIMN,13.78,Medium
3589-PPVKW,13.77,Medium
9873-MNDKV,13.77,Medium
4959-JOSRX,13.77,Medium
0229-LFJAF,13.77,Medium
0742-NXBGR,13.76,Medium
3744-ZRRDZ,13.76,Medium
4549-ZDQYY,13.73,Medium
4238-HFHSN,13.72,Medium
4432-ADRLB,13.72,Medium
7138-GIRSH,13.72,Medium
0641-EVBOJ,13.72,Medium
6954-OOYZZ,13.71,Medium
0867-MKZVY,13.69,Medium
7878-JGDKK,13.69,Medium
3808-HFKDE,13.69,Medium
2208-NQBCT,13.67,Medium
4159-NAAIX,13.65,Medium
9591-YVTEB,13.65,Medium
9715-WZCLW,13.62,Medium
4767-HZZHQ,13.61,Medium
3450-WXOAT,13.61,Medium
0842-IWYCP,13.6,Medium
0916-KNFAJ,13.6,Medium
5996-EBTKM,13.6,Medium
6243-OZGFH,13.57,Medium
2480-SQIOB,13.56,Medium
4373-VVHQL,13.56,Medium
8705-WZCYL,13.55,Medium
0556-FJEGU,13.54,Medium
7521-AFHAB,13.54,Medium
8710-YGLWG,13.53,Medium
3640-JQGJG,13.53,Medium
1919-RTPQD,13.53,Medium
9348-YVOMK,13.53,Medium
6941-KXRRV,13.53,Medium
4847-QNOKA,13.53,Medium
2672-OJQZP,13.53,Medium
0128-MKWSG,13.52,Medium
3580-REOAC,13.51,Medium
5027-XWQHA,13.51,Medium
8660-BUETV,13.5,Medium
4328-VUFWD,13.48,Medium
1898-JSNDC,13.47,Medium
8356-WUAOJ,13.45,Medium
9588-OZDMQ,13.45,Medium
4257-GAESD,13.44,Medium
2833-SLKDQ,13.43,Medium
5392-AKEMH,13.43,Medium
5696-QURRL,13.43,Medium
8950-MTZNV,13.43,Medium
3030-YZADT,13.43,Medium
6817-WTYHE,13.42,Medium
4671-LXRDQ,13.42,Medium
8152-VETUR,13.42,Medium
7675-OZCZG,13.42,Medium
8080-DDEMJ,13.42,Medium
4208-UFFGW,13.41,Medium
3926-CUQZX,13.41,Medium
1600-DILPE,13.41,Medium
1518-OMDIK,13.41,Medium
8821-KVZKQ,13.41,Medium
6463-MVYRY,13.4,Medium
4193-ORFCL,13.4,Medium
8221-HVAYI,13.4,Medium
3055-VTCGS,13.37,Medium
0727-BNRLG,13.35,Medium
5327-CNLUQ,13.34,Medium
4690-LLKUA,13.33,Medium
6410-LEFEN,13.32,Medium
5696-JVVQY,13.32,Medium
1304-SEGFY,13.3,Medium
5077-DXTCG,13.29,Medium
1685-VAYJF,13.29,Medium
2962-XPMCQ,13.29,Medium
0270-THENM,13.29,Medium
5552-ZNFSJ,13.28,Medium
4706-DGAHW,13.28,Medium
1612-EOHDH,13.28,Medium
1963-SVUCV,13.28,Medium
8229-TNIQA,13.28,Medium
7065-YUNRY,13.27,Medium
7883-ROJOC,13.27,Medium
3413-BMNZE,13.27,Medium
6035-RIIOM,13.26,Medium
6582-OIVSP,13.26,Medium
8095-WANWK,13.26,Medium
7252-NTGSS,13.26,Medium
7568-PODML,13.24,Medium
2999-AANRQ,13.21,Medium
0263-FJTQO,13.21,Medium
6288-CHQJB,13.2,Medium
4012-ZTHBR,13.2,Medium
7396-VJUZB,13.2,Medium
2219-MVUSO,13.19,Medium
3278-FSIXX,13.19,Medium
2737-WFVYW,13.18,Medium
4188-PCPIG,13.17,Medium
2027-DNKIV,13.16,Medium
8752-GHJFU,13.16,Medium
2828-SLQPF,13.16,Medium
6152-ONASV,13.15,Medium
7359-SSBJK,13.14,Medium
4547-FZJWE,13.13,Medium
0749-IRGQE,13.12,Medium
4565-EVZMJ,13.11,Medium
6797-LNAQX,13.11,Medium
5844-QVTAT,13.1,Medium
7511-YMXVQ,13.09,Medium
3200-MNQTF,13.07,Medium
0322-CHQRU,13.07,Medium
8671-KKKOS,13.07,Medium
9357-UJRUN,13.06,Medium
1589-AGTLK,13.05,Medium
4647-XXZAM,13.05,Medium
5663-QBGIS,13.05,Medium
2957-LOLHO,13.05,Medium
4061-UKJWL,13.04,Medium
2082-CEFLT,13.04,Medium
0621-TWIEM,13.03,Medium
4537-DKTAL,13.03,Medium
6519-CFDBX,13.03,Medium
0447-BEMNG,13.03,Medium
2275-RBYQS,13.03,Medium
5692-FPTAH,13.03,Medium
3566-HJGPK,13.03,Medium
7754-IXRMC,13.02,Medium
9244-ZVAPM,13.02,Medium
6176-YJWAS,13.02,Medium
3134-DSHVC,13.0,Medium
7153-CHRBV,12.96,Medium
7109-MFBYV,12.95,Medium
0973-KYVNF,12.94,Medium
1767-TGTKO,12.93,Medium
2680-XKKNJ,12.92,Medium
8680-CGLTP,12.92,Medium
1937-OTUKY,12.91,Medium
6872-HXFNF,12.88,Medium
3533-UVMOM,12.87,Medium
2282-YGNOR,12.86,Medium
9013-AQORL,12.85,Medium
6704-UTUKK,12.82,Medium
1809-DMJHQ,12.82,Medium
2831-EBWRN,12.81,Medium
9828-AOQLM,12.8,Medium
3859-CVCET,12.8,Medium
6143-JQKEA,12.8,Medium
2718-GAXQD,12.8,Medium
0356-ERHVT,12.79,Medium
0799-DDIHE,12.79,Medium
6128-CZOMY,12.79,Medium
2135-RXIHG,12.79,Medium
5651-CPDND,12.78,Medium
3165-HDOEW,12.78,Medium
5175-AOBHI,12.78,Medium
2887-JPYLU,12.78,Medium
7825-GKXMW,12.78,Medium
3317-HRTNN,12.78,Medium
3133-PZNSR,12.78,Medium
6185-TASNN,12.78,Medium
7359-PTSXY,12.78,Medium
1976-CFOCS,12.78,Medium
5103-MHMHY,12.77,Medium
7593-XFKDI,12.77,Medium
0999-QXNSA,12.77,Medium
7841-TZDMQ,12.77,Medium
3669-OYSJI,12.77,Medium
6127-IYJOZ,12.77,Medium
0887-HJGAR,12.77,Medium
9117-SHLZX,12.77,Medium
5133-POWUA,12.77,Medium
4237-RLAQD,12.77,Medium
5968-VXZLG,12.77,Medium
7054-LGEQW,12.76,Medium
1501-SGHBW,12.75,Medium
2637-FKFSY,12.75,Medium
2842-JTCCU,12.75,Medium
3255-GRXMG,12.74,Medium
0887-WBJVH,12.74,Medium
3566-VVORZ,12.73,Medium
6543-JXSOO,12.72,Medium
5294-CDGWY,12.72,Medium
5365-LLFYV,12.71,Medium
7554-AKDQF,12.71,Medium
3470-BTGQO,12.7,Medium
5795-BKOYE,12.67,Medium
7228-PAQPD,12.67,Medium
6296-DDOOR,12.67,Medium
9933-QRGTX,12.66,Medium
3727-RJMEO,12.65,Medium
2710-WYVXG,12.63,Medium
0921-OHLVP,12.59,Medium
2296-DKZFP,12.55,Medium
7629-WIXZF,12.55,Medium
4785-QRJHC,12.55,Medium
3913-FCUUW,12.5,Medium
2077-DDHJK,12.5,Medium
3950-VPYJB,12.5,Medium
2774-LVQUS,12.5,Medium
5130-YPIRV,12.49,Medium
6435-SRWBJ,12.49,Medium
6047-SUHPR,12.48,Medium
9473-CBZOP,12.47,Medium
5837-LXSDN,12.47,Medium
5716-EZXZN,12.47,Medium
5701-YVSVF,12.44,Medium
4559-UWIHT,12.43,Medium
1545-JFUML,12.43,Medium
9127-QRZMH,12.42,Medium
1564-NTYXF,12.4,Medium
3705-RHRFR,12.39,Medium
3500-NSDOA,12.39,Medium
3205-MXZRA,12.38,Medium
3230-JCNZS,12.38,Medium
5753-QQWPW,12.34,Medium
4686-GEFRM,12.34,Medium
2824-DXNKN,12.31,Medium
7730-CLDSV,12.29,Medium
8714-CTZJW,12.28,Medium
5312-IRCFR,12.25,Medium
3489-VSFRD,12.25,Medium
9480-BQJEI,12.24,Medium
8417-GSODA,12.23,Medium
3445-HXXGF,12.21,Medium
7876-AEHIG,12.18,Medium
8648-PFRMP,12.18,Medium
1353-GHZOS,12.17,Medium
1470-PSXNM,12.14,Medium
5846-NEQVZ,12.13,Medium
0623-EJQEG,12.13,Medium
6933-VLYFX,12.1,Medium
6253-GNHWH,12.1,Medium
5149-CUZUJ,12.09,Medium
4075-JFPGR,12.08,Medium
2123-VSCOT,12.06,Medium
4737-AQCPU,12.04,Medium
0665-XHDJU,12.03,Medium
4049-ZPALD,12.0,Medium
0601-WZHJF,12.0,Medium
7162-WPHPM,11.99,Medium
9570-KYEUA,11.98,Medium
1591-MQJTP,11.97,Medium
3275-RHRNE,11.97,Medium
8166-ORCHU,11.96,Medium
7781-EWARA,11.96,Medium
5196-WPYOW,11.92,Medium
1699-HPSBG,11.91,Medium
2794-XIMMO,11.89,Medium
2277-BKJKN,11.89,Medium
3214-IYUUQ,11.88,Medium
4419-UJMUS,11.85,Medium
4445-KWOKW,11.84,Medium
8220-OCUFY,11.84,Medium
0742-LAFQK,11.83,Medium
6196-HBOBZ,11.83,Medium
1752-OZXFY,11.82,Medium
1644-IRKSF,11.79,Medium
2969-VAPYH,11.78,Medium
2792-LSHWX,11.77,Medium
2634-HCZGT,11.77,Medium
1325-USMEC,11.77,Medium
6103-LIANB,11.76,Medium
3401-URHDA,11.76,Medium
5229-DTFYB,11.76,Medium
1855-AGAWH,11.76,Medium
9938-TKDGL,11.75,Medium
8383-SGHJU,11.75,Medium
0993-OSGPT,11.74,Medium
6633-SYEUS,11.73,Medium
9450-TRJUU,11.7,Medium
6015-VVHHE,11.69,Medium
3550-SAHFP,11.69,Medium
6630-UJZMY,11.69,Medium
2192-OZITF,11.67,Medium
7346-MEDWM,11.66,Medium
2292-XQWSV,11.65,Medium
8931-GJJIQ,11.65,Medium
6211-WWLTF,11.63,Medium
0461-CVKMU,11.63,Medium
0027-KWYKW,11.61,Medium
8802-UNOJF,11.61,Medium
8436-BJUMM,11.6,Medium
0815-MFZGM,11.59,Medium
3070-BDOQC,11.58,Medium
9812-GHVRI,11.58,Medium
5076-YVXCM,11.58,Medium
9965-YOKZB,11.56,Medium
3223-WZWJM,11.56,Medium
9955-QOPOY,11.56,Medium
5940-NFXKV,11.54,Medium
7921-LMDFQ,11.53,Medium
1183-CANVH,11.51,Medium
5371-VYLSX,11.5,Medium
5693-PIPCS,11.49,Medium
1193-RTSLK,11.49,Medium
3365-SAIGS,11.48,Medium
3441-CGZJH,11.48,Medium
0689-NKYLF,11.47,Medium
9274-UARKJ,11.47,Medium
8739-XNIKG,11.47,Medium
9167-APMXZ,11.46,Medium
3160-TYXLT,11.44,Medium
6173-ITPWD,11.44,Medium
0923-PNFUB,11.44,Medium
5813-UECBU,11.44,Medium
2545-EBUPK,11.43,Medium
7120-RFMVS,11.43,Medium
5949-XIKAE,11.43,Medium
0578-SKVMF,11.43,Medium
8800-JOOCF,11.43,Medium
3489-HHPFY,11.42,Medium
7803-XOCCZ,11.42,Medium
5950-AAAGJ,11.41,Medium
7613-LLQFO,11.41,Medium
8875-AKBYH,11.41,Medium
5090-EMGTC,11.4,Medium
9367-WXLCH,11.4,Medium
5060-TQUQN,11.4,Medium
7750-EYXWZ,11.4,Medium
5628-FCGYG,11.4,Medium
2921-XWDJH,11.4,Medium
6407-UTSLV,11.39,Medium
6402-SSEJG,11.39,Medium
2479-BRAMR,11.38,Medium
5383-MMTWC,11.38,Medium
3672-YITQD,11.38,Medium
6234-RAAPL,11.37,Medium
5357-TZHPP,11.37,Medium
8972-HJWNV,11.36,Medium
4366-CTOUZ,11.36,Medium
2239-CGBUZ,11.35,Medium
3908-BLSYF,11.34,Medium
0196-VULGZ,11.34,Medium
5117-IFGPS,11.34,Medium
4833-QTJNO,11.33,Medium
3194-ORPIK,11.32,Medium
3740-RLMVT,11.32,Medium
0378-XSZPU,11.32,Medium
4730-AWNAU,11.32,Medium
0013-EXCHZ,11.32,Medium
3727-OWVYD,11.32,Medium
7530-HDYDS,11.31,Medium
8058-JMEQO,11.31,Medium
3605-JISKB,11.3,Medium
9391-YZEJW,11.3,Medium
8869-TORSS,11.3,Medium
5685-IIXLY,11.29,Medium
0356-OBMAC,11.29,Medium
6172-FECYY,11.28,Medium
2931-VUVJN,11.27,Medium
0410-IPFTY,11.27,Medium
4713-ZBURT,11.27,Medium
1565-RHDJD,11.27,Medium
8417-FMLZI,11.26,Medium
4822-NGOCH,11.26,Medium
4636-OLWOE,11.26,Medium
0215-BQKGS,11.24,Medium
5520-FVEWJ,11.24,Medium
0572-ZJKLT,11.23,Medium
7299-GNVPL,11.23,Medium
3714-NTNFO,11.23,Medium
8216-AZUUZ,11.21,Medium
5016-IBERQ,11.21,Medium
8929-KSWIH,11.21,Medium
2578-JQPHZ,11.2,Medium
8705-DWKTI,11.19,Medium
4514-GFCFI,11.17,Medium
1319-YLZJG,11.17,Medium
3569-EDBPQ,11.15,Medium
2348-KCJLT,11.15,Medium
3196-NVXLZ,11.15,Medium
9640-ZSLDC,11.15,Medium
5609-IMCGG,11.14,Medium
0020-JDNXP,11.13,Medium
4471-KXAUH,11.13,Medium
4993-JCRGJ,11.12,Medium
7954-MLBUN,11.12,Medium
2013-SGDXK,11.12,Medium
2580-ATZSQ,11.11,Medium
2683-BPJSO,11.1,Medium
0239-OXEXL,11.1,Medium
8623-TMRBY,11.1,Medium
0637-UBJRP,11.09,Medium
7503-ZGUZJ,11.09,Medium
4919-IKATY,11.09,Medium
9490-DFPMD,11.08,Medium
9314-IJWSQ,11.08,Medium
4750-ZRXIU,11.08,Medium
3198-VELRD,11.08,Medium
0657-DOGUM,11.07,Medium
4912-PIGUY,11.07,Medium
9972-VAFJJ,11.07,Medium
5934-RMPOV,11.06,Medium
5889-LFOLL,11.06,Medium
7861-UVUFT,11.06,Medium
8868-GAGIO,11.06,Medium
2123-AGEEN,11.05,Medium
2205-YMZZJ,11.04,Medium
0225-ZORZP,11.04,Medium
4706-AXVKM,11.04,Medium
1550-LOAHA,11.04,Medium
4098-NAUKP,11.02,Medium
7005-CCBKV,11.02,Medium
2362-IBOOY,11.0,Medium
5572-ZDXHY,11.0,Medium
4632-XJMEX,11.0,Medium
2834-SPCJV,10.99,Medium
4822-YCXMX,10.98,Medium
5868-YWPDW,10.97,Medium
6463-HHXJR,10.97,Medium
3192-LNKRK,10.97,Medium
5781-BKHOP,10.96,Medium
5019-GQVCR,10.96,Medium
9720-JJJOR,10.95,Medium
5216-WASFJ,10.95,Medium
4086-ATNFV,10.95,Medium
5278-PNYOX,10.94,Medium
3927-NLNRY,10.91,Medium
1624-WOIWJ,10.91,Medium
6060-DRTNL,10.89,Medium
8242-SOQUO,10.89,Medium
7470-DYNOE,10.88,Medium
2455-USLMV,10.86,Medium
2379-ENZGV,10.86,Medium
9670-BPNXF,10.86,Medium
1116-DXXDF,10.86,Medium
2873-ZLIWT,10.85,Medium
7005-CYUIL,10.85,Medium
0219-YTZUE,10.85,Medium
2202-CUYXZ,10.84,Medium
6877-TJMBR,10.84,Medium
0315-LVCRK,10.83,Medium
3737-XBQDD,10.8,Medium
0956-ACVZC,10.8,Medium
7517-LDMPS,10.78,Medium
2916-BQZLN,10.77,Medium
0875-CABNR,10.77,Medium
2927-QRRQV,10.75,Medium
7105-MXJLL,10.74,Medium
8937-RDTHP,10.74,Medium
5197-PYEPU,10.73,Medium
7398-LXGYX,10.72,Medium
9979-RGMZT,10.72,Medium
7670-ZBPOQ,10.72,Medium
0019-EFAEP,10.71,Medium
9028-LIHRP,10.71,Medium
0384-LPITE,10.7,Medium
6270-OMFIW,10.7,Medium
4720-VSTSI,10.69,Medium
3572-UOLYZ,10.64,Medium
8788-DOXSU,10.64,Medium
1866-DIOQZ,10.62,Medium
1402-PTHGN,10.58,Medium
7641-TQFHN,10.57,Medium
4079-VTGLK,10.56,Medium
6732-FZUGP,10.55,Medium
3410-MHHUM,10.55,Medium
3346-BRMIS,10.54,Medium
0320-DWVTU,10.54,Medium
2558-BUOZZ,10.53,Medium
0691-JVSYA,10.53,Medium
3571-DPYUH,10.51,Medium
1394-SUIUH,10.5,Medium
8809-XKHMD,10.5,Medium
8659-IOOPU,10.5,Medium
1370-GGAWX,10.5,Medium
2972-YDYUW,10.49,Medium
2379-GYFLQ,10.49,Medium
6075-QMNRR,10.46,Medium
9798-DRYDS,10.46,Medium
3807-BPOMJ,10.45,Medium
5443-SCMKX,10.44,Medium
0074-HDKDG,10.44,Medium
8945-MUQUF,10.41,Medium
9052-DHNKM,10.4,Medium
3716-LRGXK,10.39,Medium
8597-CWYHH,10.38,Medium
1536-YHDOE,10.38,Medium
1004-NOZNR,10.36,Medium
3351-NQLDI,10.36,Medium
1095-WGNGG,10.35,Medium
7182-OVLBJ,10.35,Medium
7123-WQUHX,10.33,Medium
6242-SGYTS,10.33,Medium
5149-QYTTU,10.32,Medium
7607-QKKTJ,10.32,Medium
1732-FEKLD,10.31,Medium
7080-TNUWP,10.29,Medium
4884-TVUQF,10.28,Medium
4075-WKNIU,10.28,Medium
8961-QDZZJ,10.26,Medium
2878-RMWXY,10.24,Medium
1150-FTQGN,10.24,Medium
0689-DSXGL,10.24,Medium
9121-PHQSR,10.23,Medium
2642-DTVCO,10.22,Medium
4083-BFNYK,10.22,Medium
7586-ZATGZ,10.22,Medium
1200-TUZHR,10.22,Medium
6127-ISGTU,10.21,Medium
9185-TQCVP,10.21,Medium
3834-XUIFC,10.21,Medium
6331-EWIEB,10.2,Medium
8837-VVWLQ,10.2,Medium
9606-PBKBQ,10.2,Medium
7831-QGOXH,10.19,Medium
3106-ULWFW,10.19,Medium
8382-SHQEH,10.18,Medium
9314-QDMDW,10.18,Medium
0195-IESCP,10.18,Medium
4548-SDBKE,10.17,Medium
0524-IAVZO,10.17,Medium
1766-GKNMI,10.17,Medium
1069-XAIEM,10.16,Medium
8063-GBATB,10.16,Medium
9992-RRAMN,10.16,Medium
9282-IZGQK,10.16,Medium
5373-SFODM,10.15,Medium
4808-YNLEU,10.15,Medium
8294-UIMBA,10.15,Medium
3865-ZYKAD,10.14,Medium
0362-ZBZWJ,10.13,Medium
4187-CINZD,10.12,Medium
6999-CHVCF,10.12,Medium
4369-HTUIF,10.11,Medium
2657-ALMWY,10.09,Medium
0666-UXTJO,10.08,Medium
4536-PLEQY,10.07,Medium
4332-MUOEZ,10.05,Medium
9239-ZBZZV,10.05,Medium
9208-OLGAQ,10.04,Medium
8905-IAZPF,10.04,Medium
6230-BSUXY,10.02,Medium
1628-BIZYP,10.02,Medium
1215-VFYVK,10.01,Medium
0440-UEDAI,10.01,Medium
7895-VONWT,10.01,Medium
3946-JEWRQ,10.01,Medium
7927-AUXBZ,10.01,Medium
5453-YBTWV,10.01,Medium
4531-AUZNK,10.0,Medium
2691-NZETQ,9.99,Medium
5569-KGJHX,9.99,Medium
0015-UOCOJ,9.99,Medium
3470-OBUET,9.97,Medium
1845-CSBRZ,9.96,Medium
2215-ZAFGX,9.96,Medium
5307-UVGNB,9.96,Medium
5277-ZLOOR,9.95,Medium
8519-IMDHU,9.94,Medium
8348-HFYIV,9.94,Medium
6563-VNPMN,9.94,Medium
1268-ASBGA,9.94,Medium
7629-WFGLW,9.94,Medium
3536-IQCTX,9.93,Medium
7377-DMMRI,9.93,Medium
9752-ZNQUT,9.93,Medium
7249-WBIYX,9.93,Medium
8593-WHYHV,9.92,Medium
3370-GQEAL,9.92,Medium
6769-DYBQN,9.92,Medium
9445-ZUEQE,9.92,Medium
2960-NKRSO,9.92,Medium
3247-ZVOUO,9.92,Medium
8286-AFUYI,9.92,Medium
0913-XWSCN,9.92,Medium
3541-ZNUHK,9.92,Medium
9820-RMCQV,9.91,Medium
9124-LHCJQ,9.89,Medium
7892-QVYKW,9.89,Medium
0623-GDISB,9.89,Medium
0322-YINQP,9.89,Medium
4143-HHPMK,9.89,Medium
9102-IAYHT,9.89,Medium
1794-HBQTJ,9.89,Medium
0843-WTBXE,9.88,Medium
4958-GZWIY,9.88,Medium
6719-OXYBR,9.88,Medium
2135-DQWAQ,9.88,Medium
5676-CFLYY,9.88,Medium
7248-VZQLC,9.88,Medium
3138-BKYAV,9.87,Medium
9494-BDNNC,9.87,Medium
2858-EIMXH,9.87,Medium
5207-PLSTK,9.86,Medium
5153-RTHKF,9.86,Medium
4468-YDOVK,9.85,Medium
9039-RBEEE,9.85,Medium
2636-OHFMN,9.84,Medium
1696-HXOWK,9.84,Medium
4742-DRORA,9.83,Medium
7188-CBBBA,9.82,Medium
1785-BPHTP,9.81,Medium
5473-KHBPS,9.81,Medium
4395-PZMSN,9.8,Medium
2195-ZRVAX,9.8,Medium
5597-GLBUC,9.8,Medium
0235-KGSLC,9.79,Medium
5018-GWURO,9.79,Medium
4295-YURET,9.78,Medium
3570-YUEKJ,9.78,Medium
2959-FENLU,9.76,Medium
0898-XCGTF,9.76,Medium
2952-QAYZF,9.76,Medium
6432-TWQLB,9.76,Medium
0419-YAAPX,9.75,Medium
3842-IYKUE,9.75,Medium
0876-WDUUZ,9.74,Medium
5914-DVBWJ,9.73,Medium
9163-GHAYE,9.72,Medium
8910-ICHIU,9.72,Medium
8791-GFXLZ,9.71,Medium
4922-CVPDX,9.7,Medium
0533-BNWKF,9.7,Medium
8878-HMWBV,9.69,Medium
6686-YPGHK,9.69,Medium
2027-CWDNU,9.69,Medium
1170-SASML,9.68,Medium
7742-MYPGI,9.68,Medium
2716-GFZOR,9.68,Medium
2256-YLYLP,9.66,Medium
9097-ZUBYC,9.65,Medium
0259-GBZSH,9.65,Medium
9644-UMGQA,9.65,Medium
3097-NNSPB,9.64,Medium
5327-XOKKY,9.63,Medium
2237-ZFSMY,9.61,Medium
2607-FBDFF,9.61,Medium
2273-QCKXA,9.61,Medium
4248-QPAVC,9.61,Medium
4849-PYRLQ,9.6,Medium
9944-AEXBM,9.6,Medium
0222-CNVPT,9.6,Medium
0997-YTLNY,9.6,Medium
2860-RANUS,9.59,Medium
7488-MXJIV,9.59,Medium
7994-UYIVZ,9.59,Medium
6728-VOIFY,9.59,Medium
4439-JMPMT,9.58,Medium
2338-BQEZT,9.58,Medium
0118-JPNOY,9.57,Medium
5226-NOZFC,9.57,Medium
3049-NDXFL,9.57,Medium
0697-ZMSWS,9.57,Medium
5192-EBGOV,9.57,Medium
1143-NMNQJ,9.56,Medium
2876-GZYZC,9.56,Medium
3999-WRNGR,9.56,Medium
0869-PAPRP,9.55,Medium
0133-BMFZO,9.55,Medium
6474-FVJLC,9.54,Medium
6876-ADESB,9.54,Medium
8734-DKSTZ,9.54,Medium
7639-SUPCW,9.53,Medium
1506-YJTYT,9.53,Medium
9866-QEVEE,9.51,Medium
3916-NRPAP,9.51,Medium
2521-NPUZR,9.5,Medium
0674-GCDXG,9.5,Medium
3144-AUDBS,9.5,Medium
7137-RYLPP,9.5,Medium
0378-TOVMS,9.5,Medium
5307-DZCVC,9.5,Medium
0220-EBGCE,9.5,Medium
4952-YSOGZ,9.49,Medium
8947-YRTDV,9.49,Medium
4429-WYGFR,9.49,Medium
2189-WWOEW,9.48,Medium
5201-USSQZ,9.48,Medium
6953-PBDIN,9.45,Medium
5781-RFZRP,9.45,Medium
5522-NYKPB,9.45,Medium
1376-HHBDV,9.45,Medium
0655-YDGFJ,9.45,Medium
8132-YPVBX,9.43,Medium
7470-MCQTK,9.43,Medium
4844-JJWUY,9.42,Medium
7508-MYBOG,9.42,Medium
9885-AIBVB,9.42,Medium
7240-ETPTR,9.42,Medium
4285-GYRQC,9.41,Medium
3797-FKOGQ,9.41,Medium
3540-RZJYU,9.41,Medium
7524-VRLPL,9.4,Medium
0824-VWDPO,9.4,Medium
1342-JPNKI,9.4,Medium
3452-ABWRL,9.4,Medium
3023-GFLBR,9.39,Medium
6986-IJDHX,9.39,Medium
2019-HDCZY,9.38,Medium
6265-SXWBU,9.38,Medium
4826-XTSOH,9.37,Medium
8337-MSSXB,9.37,Medium
5989-PGKJB,9.36,Medium
3914-FDRHP,9.36,Medium
5651-YLPRD,9.35,Medium
2038-OEQZH,9.35,Medium
1456-TWCGB,9.33,Medium
0201-MIBOL,9.33,Medium
0423-UDIJQ,9.32,Medium
3372-KWFBM,9.32,Medium
3097-NQYSN,9.32,Medium
0682-USIXD,9.32,Medium
7858-GTZSP,9.32,Medium
9451-LPGOO,9.32,Medium
5229-PRWKT,9.31,Medium
9114-VEPUF,9.31,Medium
8861-HGGKB,9.31,Medium
8805-JNRAZ,9.31,Medium
1925-TIBLE,9.31,Medium
6789-HJBWG,9.31,Medium
5433-KYGHE,9.3,Medium
1226-UDFZR,9.3,Medium
0224-HJAPT,9.3,Medium
1212-GLHMD,9.3,Medium
7779-LGOVN,9.29,Medium
8603-IJWDN,9.29,Medium
5780-INQIK,9.28,Medium
6275-YDUVO,9.28,Medium
0168-XZKBB,9.28,Medium
