customer_id,churn_score,risk_tier,recommended_action
9470-RTWDV,0.1434,Low,Mantenimiento - comunicacion periodica
4993-JCRGJ,0.1433,Low,Mantenimiento - comunicacion periodica
3162-ZJZFU,0.1433,Low,Mantenimiento - comunicacion periodica
2978-XXSOG,0.1432,Low,Mantenimiento - comunicacion periodica
6281-FKEWS,0.143,Low,Mantenimiento - comunicacion periodica
1710-RCXUS,0.143,Low,Mantenimiento - comunicacion periodica
6425-YQLLO,0.1429,Low,Mantenimiento - comunicacion periodica
0871-OPBXW,0.1428,Low,Mantenimiento - comunicacion periodica
3470-BTGQO,0.1428,Low,Mantenimiento - comunicacion periodica
8706-HRADD,0.1427,Low,Mantenimiento - comunicacion periodica
1095-WGNGG,0.1427,Low,Mantenimiento - comunicacion periodica
8547-NSBBO,0.1427,Low,Mantenimiento - comunicacion periodica
9200-NLNPD,0.1424,Low,Mantenimiento - comunicacion periodica
9142-KZXOP,0.1423,Low,Mantenimiento - comunicacion periodica
8961-QDZZJ,0.1423,Low,Mantenimiento - comunicacion periodica
8065-BVEPF,0.1422,Low,Mantenimiento - comunicacion periodica
9644-KVCNC,0.1421,Low,Mantenimiento - comunicacion periodica
7663-ZTEGJ,0.142,Low,Mantenimiento - comunicacion periodica
0188-GWFLE,0.1419,Low,Mantenimiento - comunicacion periodica
4195-SMMNX,0.1418,Low,Mantenimiento - comunicacion periodica
2267-FPIMA,0.1418,Low,Mantenimiento - comunicacion periodica
7398-LXGYX,0.1417,Low,Mantenimiento - comunicacion periodica
7921-LMDFQ,0.1415,Low,Mantenimiento - comunicacion periodica
0851-DFJKB,0.1414,Low,Mantenimiento - comunicacion periodica
8930-XOTDP,0.1411,Low,Mantenimiento - comunicacion periodica
4472-VESGY,0.1411,Low,Mantenimiento - comunicacion periodica
5186-EJEGL,0.141,Low,Mantenimiento - comunicacion periodica
1335-HQMKX,0.1408,Low,Mantenimiento - comunicacion periodica
5067-XJQFU,0.1405,Low,Mantenimiento - comunicacion periodica
6854-EXGSF,0.1405,Low,Mantenimiento - comunicacion periodica
3716-LRGXK,0.1404,Low,Mantenimiento - comunicacion periodica
2889-FPWRM,0.1403,Low,Mantenimiento - comunicacion periodica
0931-MHTEM,0.1402,Low,Mantenimiento - comunicacion periodica
1623-NLDOT,0.14,Low,Mantenimiento - comunicacion periodica
2988-GBIVW,0.1398,Low,Mantenimiento - comunicacion periodica
7821-DPRQE,0.1398,Low,Mantenimiento - comunicacion periodica
2212-LYASK,0.1398,Low,Mantenimiento - comunicacion periodica
0112-QWPNC,0.1397,Low,Mantenimiento - comunicacion periodica
6627-CFOSN,0.1397,Low,Mantenimiento - comunicacion periodica
2242-MFOTG,0.1396,Low,Mantenimiento - comunicacion periodica
6034-ZRYCV,0.1395,Low,Mantenimiento - comunicacion periodica
9489-UTFKA,0.1395,Low,Mantenimiento - comunicacion periodica
0929-PECLO,0.1394,Low,Mantenimiento - comunicacion periodica
9402-CXWPL,0.1391,Low,Mantenimiento - comunicacion periodica
0887-WBJVH,0.1391,Low,Mantenimiento - comunicacion periodica
8294-UIMBA,0.1388,Low,Mantenimiento - comunicacion periodica
3606-SBKRY,0.1388,Low,Mantenimiento - comunicacion periodica
4476-OSWTN,0.1387,Low,Mantenimiento - comunicacion periodica
8006-PYCSW,0.1387,Low,Mantenimiento - comunicacion periodica
5996-NRVXR,0.1386,Low,Mantenimiento - comunicacion periodica
0215-BQKGS,0.1385,Low,Mantenimiento - comunicacion periodica
6333-YDVLT,0.1385,Low,Mantenimiento - comunicacion periodica
8166-ORCHU,0.1382,Low,Mantenimiento - comunicacion periodica
0939-EREMR,0.1378,Low,Mantenimiento - comunicacion periodica
3097-IDVPU,0.1377,Low,Mantenimiento - comunicacion periodica
7636-XUHWW,0.1375,Low,Mantenimiento - comunicacion periodica
0895-LMRSF,0.1374,Low,Mantenimiento - comunicacion periodica
9039-RBEEE,0.1373,Low,Mantenimiento - comunicacion periodica
6214-EDAKZ,0.1372,Low,Mantenimiento - comunicacion periodica
4986-MXSFP,0.1372,Low,Mantenimiento - comunicacion periodica
7013-PSXHK,0.1371,Low,Mantenimiento - comunicacion periodica
9828-QHFBK,0.1371,Low,Mantenimiento - comunicacion periodica
2946-KIQSP,0.137,Low,Mantenimiento - comunicacion periodica
7016-NVRIC,0.137,Low,Mantenimiento - comunicacion periodica
1409-PHXTF,0.1369,Low,Mantenimiento - comunicacion periodica
2908-ZTPNF,0.1368,Low,Mantenimiento - comunicacion periodica
3253-HKOKL,0.1368,Low,Mantenimiento - comunicacion periodica
3758-CKOQL,0.1368,Low,Mantenimiento - comunicacion periodica
6959-GQEGV,0.1367,Low,Mantenimiento - comunicacion periodica
3466-WAESX,0.1366,Low,Mantenimiento - comunicacion periodica
0002-ORFBO,0.1365,Low,Mantenimiento - comunicacion periodica
9089-UOWJG,0.1364,Low,Mantenimiento - comunicacion periodica
8624-GIOUT,0.1363,Low,Mantenimiento - comunicacion periodica
2832-SCUCO,0.1362,Low,Mantenimiento - comunicacion periodica
6620-JDYNW,0.136,Low,Mantenimiento - comunicacion periodica
1371-DWPAZ,0.1359,Low,Mantenimiento - comunicacion periodica
6476-YHMGA,0.1359,Low,Mantenimiento - comunicacion periodica
7820-ZYGNY,0.1358,Low,Mantenimiento - comunicacion periodica
2615-YVMYX,0.1357,Low,Mantenimiento - comunicacion periodica
4324-AHJKS,0.1354,Low,Mantenimiento - comunicacion periodica
5566-SOEZD,0.1353,Low,Mantenimiento - comunicacion periodica
6778-JFCMK,0.1353,Low,Mantenimiento - comunicacion periodica
4160-AMJTL,0.1349,Low,Mantenimiento - comunicacion periodica
4692-NNQRU,0.1347,Low,Mantenimiento - comunicacion periodica
9013-AQORL,0.1344,Low,Mantenimiento - comunicacion periodica
5966-EMAZU,0.1344,Low,Mantenimiento - comunicacion periodica
4355-HBJHH,0.1344,Low,Mantenimiento - comunicacion periodica
3982-DQLUS,0.1342,Low,Mantenimiento - comunicacion periodica
5160-UXJED,0.1342,Low,Mantenimiento - comunicacion periodica
1794-SWWKL,0.1341,Low,Mantenimiento - comunicacion periodica
4683-WYDOU,0.1339,Low,Mantenimiento - comunicacion periodica
7824-PANSQ,0.1339,Low,Mantenimiento - comunicacion periodica
6092-QZVPP,0.1338,Low,Mantenimiento - comunicacion periodica
0621-JFHOL,0.1338,Low,Mantenimiento - comunicacion periodica
9746-MDMBK,0.1336,Low,Mantenimiento - comunicacion periodica
2342-CKIAO,0.1335,Low,Mantenimiento - comunicacion periodica
9688-YGXVR,0.1334,Low,Mantenimiento - comunicacion periodica
7054-ENNGU,0.1334,Low,Mantenimiento - comunicacion periodica
5562-YJQGT,0.1333,Low,Mantenimiento - comunicacion periodica
8319-QBEHW,0.1332,Low,Mantenimiento - comunicacion periodica
1950-KSVVJ,0.1331,Low,Mantenimiento - comunicacion periodica
2279-AXJJK,0.1331,Low,Mantenimiento - comunicacion periodica
0130-SXOUN,0.133,Low,Mantenimiento - comunicacion periodica
6776-TLWOI,0.133,Low,Mantenimiento - comunicacion periodica
1020-JPQOW,0.1329,Low,Mantenimiento - comunicacion periodica
0484-FFVBJ,0.1329,Low,Mantenimiento - comunicacion periodica
5149-CUZUJ,0.1328,Low,Mantenimiento - comunicacion periodica
4198-VFOEA,0.1328,Low,Mantenimiento - comunicacion periodica
3428-MMGUB,0.1327,Low,Mantenimiento - comunicacion periodica
7136-RVDTZ,0.1325,Low,Mantenimiento - comunicacion periodica
9412-ARGBX,0.1324,Low,Mantenimiento - comunicacion periodica
3594-UVONA,0.1323,Low,Mantenimiento - comunicacion periodica
8496-DMZUK,0.1322,Low,Mantenimiento - comunicacion periodica
2843-CQMEG,0.1322,Low,Mantenimiento - comunicacion periodica
7666-WKRON,0.1322,Low,Mantenimiento - comunicacion periodica
8465-SBRXP,0.1322,Low,Mantenimiento - comunicacion periodica
3680-CTHUH,0.1322,Low,Mantenimiento - comunicacion periodica
8947-YRTDV,0.1321,Low,Mantenimiento - comunicacion periodica
6994-ORCWG,0.1317,Low,Mantenimiento - comunicacion periodica
1703-MGIAB,0.1316,Low,Mantenimiento - comunicacion periodica
8967-SZQAS,0.1316,Low,Mantenimiento - comunicacion periodica
3736-BLEPA,0.1316,Low,Mantenimiento - comunicacion periodica
0567-GGCAC,0.1316,Low,Mantenimiento - comunicacion periodica
8791-GFXLZ,0.1314,Low,Mantenimiento - comunicacion periodica
4186-ZBUEW,0.1312,Low,Mantenimiento - comunicacion periodica
7856-GANIL,0.1312,Low,Mantenimiento - comunicacion periodica
7102-JJVTX,0.1311,Low,Mantenimiento - comunicacion periodica
7576-ASEJU,0.131,Low,Mantenimiento - comunicacion periodica
1153-GNOLC,0.1309,Low,Mantenimiento - comunicacion periodica
3170-GWYKC,0.1306,Low,Mantenimiento - comunicacion periodica
5533-RJFTJ,0.1304,Low,Mantenimiento - comunicacion periodica
6156-UZDLF,0.1304,Low,Mantenimiento - comunicacion periodica
0701-TJSEF,0.1304,Low,Mantenimiento - comunicacion periodica
6184-DYUOB,0.1302,Low,Mantenimiento - comunicacion periodica
6733-LRIZX,0.1302,Low,Mantenimiento - comunicacion periodica
2692-AQCPF,0.1301,Low,Mantenimiento - comunicacion periodica
5161-XEUVX,0.1301,Low,Mantenimiento - comunicacion periodica
8268-YDIXR,0.1301,Low,Mantenimiento - comunicacion periodica
8314-DPQHL,0.1299,Low,Mantenimiento - comunicacion periodica
0233-FTHAV,0.1297,Low,Mantenimiento - comunicacion periodica
5014-WUQMG,0.1297,Low,Mantenimiento - comunicacion periodica
6907-CQGPN,0.1295,Low,Mantenimiento - comunicacion periodica
4360-QRAVE,0.1295,Low,Mantenimiento - comunicacion periodica
7449-HVPIV,0.1295,Low,Mantenimiento - comunicacion periodica
5913-INRQV,0.1291,Low,Mantenimiento - comunicacion periodica
0595-ITUDF,0.129,Low,Mantenimiento - comunicacion periodica
6366-XIVKZ,0.129,Low,Mantenimiento - comunicacion periodica
3733-ZEECP,0.129,Low,Mantenimiento - comunicacion periodica
1449-XQEMT,0.1289,Low,Mantenimiento - comunicacion periodica
8133-ANHHJ,0.1288,Low,Mantenimiento - comunicacion periodica
9496-IVVRP,0.1288,Low,Mantenimiento - comunicacion periodica
0239-OXEXL,0.1286,Low,Mantenimiento - comunicacion periodica
7673-LPRNY,0.1285,Low,Mantenimiento - comunicacion periodica
4001-TSBTV,0.1285,Low,Mantenimiento - comunicacion periodica
1371-WEPDS,0.1284,Low,Mantenimiento - comunicacion periodica
5236-PERKL,0.1284,Low,Mantenimiento - comunicacion periodica
4332-MUOEZ,0.1282,Low,Mantenimiento - comunicacion periodica
0458-HEUZG,0.1281,Low,Mantenimiento - comunicacion periodica
7750-EYXWZ,0.128,Low,Mantenimiento - comunicacion periodica
1004-NOZNR,0.128,Low,Mantenimiento - comunicacion periodica
0440-MOGPM,0.128,Low,Mantenimiento - comunicacion periodica
5198-EFNBM,0.128,Low,Mantenimiento - comunicacion periodica
1099-GODLO,0.1279,Low,Mantenimiento - comunicacion periodica
8756-RDDLT,0.1279,Low,Mantenimiento - comunicacion periodica
6473-ULUHT,0.1278,Low,Mantenimiento - comunicacion periodica
1428-IEDPR,0.1277,Low,Mantenimiento - comunicacion periodica
3164-YAXFY,0.1277,Low,Mantenimiento - comunicacion periodica
5334-JLAXU,0.1277,Low,Mantenimiento - comunicacion periodica
5168-MQQCA,0.1277,Low,Mantenimiento - comunicacion periodica
5201-USSQZ,0.1275,Low,Mantenimiento - comunicacion periodica
1394-SUIUH,0.1274,Low,Mantenimiento - comunicacion periodica
0997-YTLNY,0.1273,Low,Mantenimiento - comunicacion periodica
3115-CZMZD,0.1272,Low,Mantenimiento - comunicacion periodica
0623-EJQEG,0.1272,Low,Mantenimiento - comunicacion periodica
4908-XAXAY,0.1272,Low,Mantenimiento - comunicacion periodica
0030-FNXPP,0.1271,Low,Mantenimiento - comunicacion periodica
8375-KVTHK,0.1271,Low,Mantenimiento - comunicacion periodica
2001-MCUUW,0.1271,Low,Mantenimiento - comunicacion periodica
8999-XXGNS,0.1271,Low,Mantenimiento - comunicacion periodica
6837-HAEVO,0.127,Low,Mantenimiento - comunicacion periodica
5360-LJCNJ,0.1269,Low,Mantenimiento - comunicacion periodica
6475-VHUIZ,0.1268,Low,Mantenimiento - comunicacion periodica
6633-SYEUS,0.1267,Low,Mantenimiento - comunicacion periodica
4524-QCSSM,0.1266,Low,Mantenimiento - comunicacion periodica
7746-AWNQW,0.126,Low,Mantenimiento - comunicacion periodica
5968-XQIVE,0.1258,Low,Mantenimiento - comunicacion periodica
0308-GIQJT,0.1257,Low,Mantenimiento - comunicacion periodica
1061-PNTHC,0.125,Low,Mantenimiento - comunicacion periodica
3806-YAZOV,0.125,Low,Mantenimiento - comunicacion periodica
1656-DRSMG,0.1249,Low,Mantenimiento - comunicacion periodica
4419-UJMUS,0.1248,Low,Mantenimiento - comunicacion periodica
2969-WGHQO,0.1245,Low,Mantenimiento - comunicacion periodica
1397-XKKWR,0.1244,Low,Mantenimiento - comunicacion periodica
1074-AMIOH,0.1244,Low,Mantenimiento - comunicacion periodica
4282-MSACW,0.1243,Low,Mantenimiento - comunicacion periodica
1465-WCZVT,0.1243,Low,Mantenimiento - comunicacion periodica
8929-KSWIH,0.124,Low,Mantenimiento - comunicacion periodica
7740-BTPUX,0.124,Low,Mantenimiento - comunicacion periodica
8865-TNMNX,0.1237,Low,Mantenimiento - comunicacion periodica
3229-USWAR,0.1237,Low,Mantenimiento - comunicacion periodica
5223-UZAVK,0.1236,Low,Mantenimiento - comunicacion periodica
2019-HDCZY,0.1236,Low,Mantenimiento - comunicacion periodica
4139-SUGLD,0.1234,Low,Mantenimiento - comunicacion periodica
0516-UXRMT,0.1234,Low,Mantenimiento - comunicacion periodica
2959-EEXWB,0.1231,Low,Mantenimiento - comunicacion periodica
5569-IDSEY,0.1231,Low,Mantenimiento - comunicacion periodica
4429-WYGFR,0.123,Low,Mantenimiento - comunicacion periodica
2316-ESMLS,0.123,Low,Mantenimiento - comunicacion periodica
7109-MFBYV,0.123,Low,Mantenimiento - comunicacion periodica
8216-AZUUZ,0.1229,Low,Mantenimiento - comunicacion periodica
6556-DBKZF,0.1229,Low,Mantenimiento - comunicacion periodica
5590-ZSKRV,0.1228,Low,Mantenimiento - comunicacion periodica
9475-NNDGC,0.1225,Low,Mantenimiento - comunicacion periodica
0396-HUJBP,0.1225,Low,Mantenimiento - comunicacion periodica
0750-EBAIU,0.1225,Low,Mantenimiento - comunicacion periodica
7964-ZRKKG,0.1223,Low,Mantenimiento - comunicacion periodica
7537-CBQUZ,0.1223,Low,Mantenimiento - comunicacion periodica
6480-YAGIY,0.1222,Low,Mantenimiento - comunicacion periodica
4918-FYJNT,0.122,Low,Mantenimiento - comunicacion periodica
5766-XQXMQ,0.1218,Low,Mantenimiento - comunicacion periodica
4404-HIBDJ,0.1217,Low,Mantenimiento - comunicacion periodica
4501-VCPFK,0.1217,Low,Mantenimiento - comunicacion periodica
9086-YJYXS,0.1216,Low,Mantenimiento - comunicacion periodica
8561-NMTBD,0.1216,Low,Mantenimiento - comunicacion periodica
5578-NKCXI,0.1216,Low,Mantenimiento - comunicacion periodica
6439-LAJXL,0.1215,Low,Mantenimiento - comunicacion periodica
1465-LNTLJ,0.1214,Low,Mantenimiento - comunicacion periodica
2830-LEWOA,0.1214,Low,Mantenimiento - comunicacion periodica
1357-MVDOZ,0.1213,Low,Mantenimiento - comunicacion periodica
4250-FDVOU,0.1212,Low,Mantenimiento - comunicacion periodica
8565-HBFNN,0.1211,Low,Mantenimiento - comunicacion periodica
7036-TYDEC,0.1207,Low,Mantenimiento - comunicacion periodica
2560-PPCHE,0.1205,Low,Mantenimiento - comunicacion periodica
9758-MFWGD,0.1204,Low,Mantenimiento - comunicacion periodica
0186-CAERR,0.1204,Low,Mantenimiento - comunicacion periodica
8189-HBVRW,0.1203,Low,Mantenimiento - comunicacion periodica
4159-NAAIX,0.1203,Low,Mantenimiento - comunicacion periodica
2233-TXSIU,0.1202,Low,Mantenimiento - comunicacion periodica
2930-UOTMB,0.1201,Low,Mantenimiento - comunicacion periodica
4753-PADAS,0.1201,Low,Mantenimiento - comunicacion periodica
9426-SXNHE,0.12,Low,Mantenimiento - comunicacion periodica
3472-OAOOR,0.12,Low,Mantenimiento - comunicacion periodica
6050-IJRHS,0.1198,Low,Mantenimiento - comunicacion periodica
1150-WFARN,0.1197,Low,Mantenimiento - comunicacion periodica
9700-ISPUP,0.1196,Low,Mantenimiento - comunicacion periodica
8755-IWJHN,0.1196,Low,Mantenimiento - comunicacion periodica
2379-GYFLQ,0.1195,Low,Mantenimiento - comunicacion periodica
9844-FELAJ,0.1192,Low,Mantenimiento - comunicacion periodica
9659-ZTWSM,0.1191,Low,Mantenimiento - comunicacion periodica
3800-LYTRK,0.1189,Low,Mantenimiento - comunicacion periodica
4109-CYRBD,0.1188,Low,Mantenimiento - comunicacion periodica
2308-STERM,0.1188,Low,Mantenimiento - comunicacion periodica
9000-PLFUZ,0.1187,Low,Mantenimiento - comunicacion periodica
8849-PRIQJ,0.1187,Low,Mantenimiento - comunicacion periodica
0489-WMEMG,0.1186,Low,Mantenimiento - comunicacion periodica
6906-MPARY,0.1185,Low,Mantenimiento - comunicacion periodica
7644-OMVMY,0.1185,Low,Mantenimiento - comunicacion periodica
3898-BSJYF,0.1184,Low,Mantenimiento - comunicacion periodica
7382-DFJTU,0.1181,Low,Mantenimiento - comunicacion periodica
1353-LJWEM,0.1178,Low,Mantenimiento - comunicacion periodica
5438-QMDDL,0.1177,Low,Mantenimiento - comunicacion periodica
7954-MLBUN,0.1176,Low,Mantenimiento - comunicacion periodica
3633-CDBUW,0.1176,Low,Mantenimiento - comunicacion periodica
0447-BEMNG,0.1175,Low,Mantenimiento - comunicacion periodica
7049-GKVZY,0.1175,Low,Mantenimiento - comunicacion periodica
7078-NVFAM,0.1175,Low,Mantenimiento - comunicacion periodica
9079-LWTFD,0.1173,Low,Mantenimiento - comunicacion periodica
1485-YDHMM,0.1172,Low,Mantenimiento - comunicacion periodica
3034-ZBEQN,0.1169,Low,Mantenimiento - comunicacion periodica
7776-QWNFX,0.1168,Low,Mantenimiento - comunicacion periodica
2324-EFHVG,0.1168,Low,Mantenimiento - comunicacion periodica
1202-KKGFU,0.1166,Low,Mantenimiento - comunicacion periodica
6242-SGYTS,0.1166,Low,Mantenimiento - comunicacion periodica
2277-BKJKN,0.1164,Low,Mantenimiento - comunicacion periodica
5268-DSMNQ,0.1164,Low,Mantenimiento - comunicacion periodica
1898-JSNDC,0.1162,Low,Mantenimiento - comunicacion periodica
1309-XGFSN,0.1162,Low,Mantenimiento - comunicacion periodica
0816-TSPHQ,0.1162,Low,Mantenimiento - comunicacion periodica
3417-TSCIC,0.1161,Low,Mantenimiento - comunicacion periodica
9480-BQJEI,0.1161,Low,Mantenimiento - comunicacion periodica
6227-FBDXH,0.1161,Low,Mantenimiento - comunicacion periodica
4700-UBQMV,0.116,Low,Mantenimiento - comunicacion periodica
0822-QGCXA,0.116,Low,Mantenimiento - comunicacion periodica
0665-XHDJU,0.1159,Low,Mantenimiento - comunicacion periodica
1264-FUHCX,0.1158,Low,Mantenimiento - comunicacion periodica
8350-NYMVI,0.1157,Low,Mantenimiento - comunicacion periodica
8111-BKVDS,0.1156,Low,Mantenimiento - comunicacion periodica
5998-DZLYR,0.1156,Low,Mantenimiento - comunicacion periodica
9391-LMANN,0.1156,Low,Mantenimiento - comunicacion periodica
5294-IMHHT,0.1155,Low,Mantenimiento - comunicacion periodica
2450-ZKEED,0.1151,Low,Mantenimiento - comunicacion periodica
8433-WPJTV,0.1151,Low,Mantenimiento - comunicacion periodica
7526-IVLYU,0.115,Low,Mantenimiento - comunicacion periodica
9770-KXGQU,0.1149,Low,Mantenimiento - comunicacion periodica
9571-EDEBV,0.1147,Low,Mantenimiento - comunicacion periodica
7868-BGSZA,0.1147,Low,Mantenimiento - comunicacion periodica
9592-ERDKV,0.1147,Low,Mantenimiento - comunicacion periodica
7395-XWZOY,0.1147,Low,Mantenimiento - comunicacion periodica
3528-HFRIQ,0.1146,Low,Mantenimiento - comunicacion periodica
3571-DPYUH,0.1145,Low,Mantenimiento - comunicacion periodica
7182-OVLBJ,0.1144,Low,Mantenimiento - comunicacion periodica
5687-DKDTV,0.1144,Low,Mantenimiento - comunicacion periodica
5828-DWPIL,0.1143,Low,Mantenimiento - comunicacion periodica
5089-IFSDP,0.1143,Low,Mantenimiento - comunicacion periodica
9391-DXGGG,0.1143,Low,Mantenimiento - comunicacion periodica
5989-OMNJE,0.1142,Low,Mantenimiento - comunicacion periodica
3551-GAEGL,0.1142,Low,Mantenimiento - comunicacion periodica
2520-SGTTA,0.1142,Low,Mantenimiento - comunicacion periodica
8166-ZZTFS,0.114,Low,Mantenimiento - comunicacion periodica
3642-GKTCT,0.1139,Low,Mantenimiento - comunicacion periodica
0178-CIIKR,0.1139,Low,Mantenimiento - comunicacion periodica
5837-LXSDN,0.1138,Low,Mantenimiento - comunicacion periodica
4132-POCZS,0.1135,Low,Mantenimiento - comunicacion periodica
5593-SUAOO,0.1134,Low,Mantenimiento - comunicacion periodica
6067-NGCEU,0.1134,Low,Mantenimiento - comunicacion periodica
3090-HAWSU,0.1133,Low,Mantenimiento - comunicacion periodica
9750-BOOHV,0.1132,Low,Mantenimiento - comunicacion periodica
4079-VTGLK,0.1132,Low,Mantenimiento - comunicacion periodica
1121-QSIVB,0.1131,Low,Mantenimiento - comunicacion periodica
7641-TQFHN,0.1131,Low,Mantenimiento - comunicacion periodica
6137-MFAJN,0.1129,Low,Mantenimiento - comunicacion periodica
2056-EVGZL,0.1127,Low,Mantenimiento - comunicacion periodica
8869-TORSS,0.1127,Low,Mantenimiento - comunicacion periodica
6341-JVQGF,0.1126,Low,Mantenimiento - comunicacion periodica
6481-OGDOO,0.1125,Low,Mantenimiento - comunicacion periodica
4742-DRORA,0.1123,Low,Mantenimiento - comunicacion periodica
9972-VAFJJ,0.1122,Low,Mantenimiento - comunicacion periodica
8894-JVDCV,0.1121,Low,Mantenimiento - comunicacion periodica
5337-IIWKZ,0.112,Low,Mantenimiento - comunicacion periodica
7607-QKKTJ,0.112,Low,Mantenimiento - comunicacion periodica
2680-XKKNJ,0.112,Low,Mantenimiento - comunicacion periodica
0366-NQSHS,0.1119,Low,Mantenimiento - comunicacion periodica
8644-XYTSV,0.1119,Low,Mantenimiento - comunicacion periodica
7317-GGVPB,0.1119,Low,Mantenimiento - comunicacion periodica
1042-HFUCW,0.1119,Low,Mantenimiento - comunicacion periodica
2073-QBVBI,0.1118,Low,Mantenimiento - comunicacion periodica
9848-JQJTX,0.1118,Low,Mantenimiento - comunicacion periodica
3714-XPXBW,0.1117,Low,Mantenimiento - comunicacion periodica
1679-JRFBR,0.1117,Low,Mantenimiento - comunicacion periodica
1573-LGXBA,0.1114,Low,Mantenimiento - comunicacion periodica
5020-ZSTTY,0.1114,Low,Mantenimiento - comunicacion periodica
7159-NOKYQ,0.1112,Low,Mantenimiento - comunicacion periodica
6723-WSNTY,0.1112,Low,Mantenimiento - comunicacion periodica
6738-ISCBM,0.111,Low,Mantenimiento - comunicacion periodica
0866-QLSIR,0.1109,Low,Mantenimiento - comunicacion periodica
8107-RZLNV,0.1108,Low,Mantenimiento - comunicacion periodica
8220-OCUFY,0.1108,Low,Mantenimiento - comunicacion periodica
2931-VUVJN,0.1103,Low,Mantenimiento - comunicacion periodica
1347-KTTTA,0.1102,Low,Mantenimiento - comunicacion periodica
7919-ZODZZ,0.1101,Low,Mantenimiento - comunicacion periodica
2775-SEFEE,0.1101,Low,Mantenimiento - comunicacion periodica
5481-NTDOH,0.11,Low,Mantenimiento - comunicacion periodica
3523-QRQLL,0.1099,Low,Mantenimiento - comunicacion periodica
2197-OMWGI,0.1096,Low,Mantenimiento - comunicacion periodica
6296-DDOOR,0.1095,Low,Mantenimiento - comunicacion periodica
9974-JFBHQ,0.1094,Low,Mantenimiento - comunicacion periodica
0824-VWDPO,0.1094,Low,Mantenimiento - comunicacion periodica
8231-BSWXX,0.1094,Low,Mantenimiento - comunicacion periodica
0117-LFRMW,0.1092,Low,Mantenimiento - comunicacion periodica
2270-CHBFN,0.109,Low,Mantenimiento - comunicacion periodica
0454-OKRCT,0.1088,Low,Mantenimiento - comunicacion periodica
5136-RGMZO,0.1088,Low,Mantenimiento - comunicacion periodica
2294-DMMUS,0.1088,Low,Mantenimiento - comunicacion periodica
7785-RDVIG,0.1087,Low,Mantenimiento - comunicacion periodica
4531-AUZNK,0.1087,Low,Mantenimiento - comunicacion periodica
6838-YAUVY,0.1087,Low,Mantenimiento - comunicacion periodica
3896-RCYYE,0.1087,Low,Mantenimiento - comunicacion periodica
7657-DYEPJ,0.1086,Low,Mantenimiento - comunicacion periodica
5985-BEHZK,0.1086,Low,Mantenimiento - comunicacion periodica
6257-DTAYD,0.1085,Low,Mantenimiento - comunicacion periodica
1208-DNHLN,0.1084,Low,Mantenimiento - comunicacion periodica
8213-TAZPM,0.1084,Low,Mantenimiento - comunicacion periodica
3339-EAQNV,0.1084,Low,Mantenimiento - comunicacion periodica
0864-FVJNJ,0.1083,Low,Mantenimiento - comunicacion periodica
0723-VSOBE,0.1082,Low,Mantenimiento - comunicacion periodica
6661-EIPZC,0.1082,Low,Mantenimiento - comunicacion periodica
8474-UMLNT,0.108,Low,Mantenimiento - comunicacion periodica
8905-IAZPF,0.1079,Low,Mantenimiento - comunicacion periodica
3144-KMTWZ,0.1078,Low,Mantenimiento - comunicacion periodica
1304-SEGFY,0.1077,Low,Mantenimiento - comunicacion periodica
8053-WWDRO,0.1075,Low,Mantenimiento - comunicacion periodica
3744-ZBHON,0.1075,Low,Mantenimiento - comunicacion periodica
5756-JYOJT,0.1074,Low,Mantenimiento - comunicacion periodica
8150-QUDFX,0.1074,Low,Mantenimiento - comunicacion periodica
9730-DRTMJ,0.1074,Low,Mantenimiento - comunicacion periodica
1707-HABPF,0.1073,Low,Mantenimiento - comunicacion periodica
0661-KBKPA,0.1073,Low,Mantenimiento - comunicacion periodica
1352-VHKAJ,0.1073,Low,Mantenimiento - comunicacion periodica
6917-YACBP,0.1072,Low,Mantenimiento - comunicacion periodica
9715-WZCLW,0.1072,Low,Mantenimiento - comunicacion periodica
4075-JFPGR,0.1069,Low,Mantenimiento - comunicacion periodica
5193-QLVZB,0.1068,Low,Mantenimiento - comunicacion periodica
4057-FKCZK,0.1067,Low,Mantenimiento - comunicacion periodica
5949-HGVJL,0.1066,Low,Mantenimiento - comunicacion periodica
4323-OHFOW,0.1066,Low,Mantenimiento - comunicacion periodica
4277-UDIEF,0.1066,Low,Mantenimiento - comunicacion periodica
4973-RLZVI,0.1066,Low,Mantenimiento - comunicacion periodica
3594-IVHJZ,0.1065,Low,Mantenimiento - comunicacion periodica
2303-PJYHN,0.1064,Low,Mantenimiento - comunicacion periodica
7718-UPSKJ,0.1062,Low,Mantenimiento - comunicacion periodica
6778-EICRF,0.1062,Low,Mantenimiento - comunicacion periodica
1729-VLAZJ,0.1061,Low,Mantenimiento - comunicacion periodica
3723-BFBGR,0.1058,Low,Mantenimiento - comunicacion periodica
0201-MIBOL,0.1057,Low,Mantenimiento - comunicacion periodica
3941-XTSKM,0.1057,Low,Mantenimiento - comunicacion periodica
5524-KHNJP,0.1056,Low,Mantenimiento - comunicacion periodica
8984-EYLLL,0.1055,Low,Mantenimiento - comunicacion periodica
2796-UUZZO,0.1054,Low,Mantenimiento - comunicacion periodica
8739-QOTTN,0.1054,Low,Mantenimiento - comunicacion periodica
9152-AMKAK,0.1054,Low,Mantenimiento - comunicacion periodica
6766-HFKLA,0.1053,Low,Mantenimiento - comunicacion periodica
