customer_id,churn_score,risk_tier,monthly_potential_eur,upsell_priority,anomaly_score,is_anomaly,churn_norm,potential_norm,anomaly_norm,commercial_priority_score,commercial_segment,recommended_action,priority_tier
3704-IEAXF,0.0519,Low,29.4,High,0.485,0,0.03930235336280014,0.5621415,0.485,0.2853,Grow_Upsell,Campana de upsell / cross-sell,Low
2190-BCXEC,0.2467,Low,17.13,Medium,0.2554,0,0.2720105124835743,0.32753345,0.2554,0.2853,Maintain,Mantenimiento - comunicacion periodica,Low
5371-VYLSX,0.3086,Low,11.5,Medium,0.2307,0,0.34595627762513437,0.21988527,0.2307,0.2851,Maintain,Mantenimiento - comunicacion periodica,Low
2479-BRAMR,0.2745,Low,11.38,Medium,0.3355,0,0.3052204037749373,0.21759082,0.3355,0.285,Maintain,Mantenimiento - comunicacion periodica,Low
7876-BEUTG,0.2952,Low,9.16,Medium,0.3357,0,0.32994863218253495,0.1751434,0.3357,0.2847,Maintain,Mantenimiento - comunicacion periodica,Low
1194-HVAIF,0.3958,Medium,0.5,Low,0.283,0,0.45012543304264724,0.009560229,0.283,0.2845,Maintain,Mantenimiento - comunicacion periodica,Low
0870-VEMYL,0.4026,Medium,5.03,Medium,0.1328,0,0.4582487158045634,0.09617592,0.1328,0.2845,Maintain,Mantenimiento - comunicacion periodica,Low
8587-XYZSF,0.0393,Low,29.33,High,0.5207,0,0.024250388245132006,0.56080306,0.5207,0.2845,Grow_Upsell,Campana de upsell / cross-sell,Low
7979-CORPM,0.3634,Medium,4.87,Low,0.2539,0,0.4114203798829292,0.09311663,0.2539,0.2844,Maintain,Mantenimiento - comunicacion periodica,Low
8242-JSVBO,0.256,Low,13.79,Medium,0.3189,0,0.28312029626090074,0.26367113,0.3189,0.2844,Maintain,Mantenimiento - comunicacion periodica,Low
8319-QBEHW,0.1332,Low,32.47,High,0.1495,0,0.1364233663839446,0.6208413,0.1495,0.2844,Grow_Upsell,Campana de upsell / cross-sell,Low
9667-TKTVZ,0.298,Low,4.28,Low,0.4657,0,0.3332935133197945,0.08183557,0.4657,0.2843,Maintain,Mantenimiento - comunicacion periodica,Low
9661-ACXBS,0.4431,Medium,0.01,Low,0.1542,0,0.506630032254211,0.00019120458,0.1542,0.2842,Maintain,Mantenimiento - comunicacion periodica,Low
4824-GUCBY,0.3414,Medium,14.12,Medium,0.0529,0,0.3851391709473181,0.26998088,0.0529,0.2841,Maintain,Mantenimiento - comunicacion periodica,Low
1867-TJHTS,0.1824,Low,15.38,Medium,0.4907,0,0.1951977063672202,0.29407266,0.4907,0.284,Maintain,Mantenimiento - comunicacion periodica,Low
4130-MZLCC,0.3744,Medium,8.15,Medium,0.1248,0,0.4245609843507347,0.15583174,0.1248,0.284,Maintain,Mantenimiento - comunicacion periodica,Low
4310-KEDTB,0.1434,Low,28.88,High,0.2197,0,0.1486082905268188,0.5521988,0.2197,0.2839,Grow_Upsell,Campana de upsell / cross-sell,Low
2582-FFFZR,0.3479,Medium,7.93,Medium,0.2091,0,0.392904073587385,0.15162523,0.2091,0.2838,Maintain,Mantenimiento - comunicacion periodica,Low
8224-UAXBZ,0.1028,Low,26.31,High,0.4135,0,0.10010751403655478,0.50305927,0.4135,0.2837,Grow_Upsell,Campana de upsell / cross-sell,Low
8651-ENBZX,0.4176,Medium,0.23,Low,0.2212,0,0.4761677218970255,0.0043977057,0.2212,0.2836,Maintain,Mantenimiento - comunicacion periodica,Low
7181-OQCUT,0.4279,Medium,0.0,Low,0.1962,0,0.48847210608051606,0.0,0.1962,0.2835,Maintain,Mantenimiento - comunicacion periodica,Low
0017-DINOC,0.0386,Low,37.12,High,0.2926,0,0.023414167960817113,0.7097514,0.2926,0.2832,Grow_Upsell,Campana de upsell / cross-sell,Low
5922-ABDVO,0.3881,Medium,6.01,Medium,0.1413,0,0.44092700991518335,0.11491396,0.1413,0.2832,Maintain,Mantenimiento - comunicacion periodica,Low
1644-IRKSF,0.3559,Medium,11.79,Medium,0.0698,0,0.4024608768366981,0.2254302,0.0698,0.2828,Maintain,Mantenimiento - comunicacion periodica,Low
2305-MRGLV,0.2232,Low,19.14,Medium,0.2542,0,0.24393740293871705,0.36596557,0.2542,0.2826,Maintain,Mantenimiento - comunicacion periodica,Low
5256-SKJGO,0.078,Low,28.83,High,0.41,0,0.07048142396368415,0.5512428,0.41,0.2826,Grow_Upsell,Campana de upsell / cross-sell,Low
2812-SFXMJ,0.4363,Medium,0.41,Low,0.155,0,0.49850674949229484,0.007839388,0.155,0.2826,Maintain,Mantenimiento - comunicacion periodica,Low
4829-AUOAX,0.3972,Medium,0.34,Low,0.2734,0,0.45179787361127705,0.006500956,0.2734,0.2825,Maintain,Mantenimiento - comunicacion periodica,Low
4851-BQDNX,0.2472,Low,20.06,High,0.1557,0,0.27260781268665635,0.3835564,0.1557,0.2825,Grow_Upsell,Campana de upsell / cross-sell,Low
9906-NHHVC,0.0807,Low,30.15,High,0.3636,0,0.07370684506032732,0.5764818,0.3636,0.2825,Grow_Upsell,Campana de upsell / cross-sell,Low
6591-QGOYB,0.2911,Low,0.0,Low,0.5992,0,0.325050770517262,0.0,0.5992,0.2824,Maintain,Mantenimiento - comunicacion periodica,Low
2874-YXVVA,0.3715,Medium,0.26,Low,0.3496,0,0.42109664317285866,0.0049713193,0.3496,0.282,Maintain,Mantenimiento - comunicacion periodica,Low
3566-VVORZ,0.2365,Low,12.73,Medium,0.3934,0,0.2598255883407001,0.24340343,0.3934,0.2816,Maintain,Mantenimiento - comunicacion periodica,Low
2665-NPTGL,0.453,Medium,0.0,Low,0.1109,0,0.518456576275236,0.0,0.1109,0.2814,Maintain,Mantenimiento - comunicacion periodica,Low
5385-SUIRI,0.3837,Medium,0.04,Low,0.3159,0,0.43567076812806116,0.00076481834,0.3159,0.2812,Maintain,Mantenimiento - comunicacion periodica,Low
4854-SSLTN,0.0825,Low,22.31,High,0.5761,0,0.07585712579142277,0.42657742,0.5761,0.2811,Grow_Upsell,Campana de upsell / cross-sell,Low
1337-BOZWO,0.1609,Low,26.53,High,0.2184,0,0.1695137976346912,0.5072658,0.2184,0.2806,Grow_Upsell,Campana de upsell / cross-sell,Low
8329-UTMVM,0.34,Medium,1.16,Low,0.4111,0,0.38346673037868834,0.022179732,0.4111,0.2806,Maintain,Mantenimiento - comunicacion periodica,Low
2239-JALAW,0.4226,Medium,2.01,Low,0.1399,0,0.4821407239278461,0.03843212,0.1399,0.2806,Maintain,Mantenimiento - comunicacion periodica,Low
6867-ACCZI,0.0397,Low,30.84,High,0.4569,0,0.02472822840759766,0.58967495,0.4569,0.2806,Grow_Upsell,Campana de upsell / cross-sell,Low
7599-NTMDP,0.0362,Low,34.32,High,0.367,0,0.020547126986023182,0.6562142,0.367,0.2805,Grow_Upsell,Campana de upsell / cross-sell,Low
1355-KUSBG,0.2934,Low,9.12,Medium,0.3205,0,0.3277983514514395,0.17437859,0.3205,0.2803,Maintain,Mantenimiento - comunicacion periodica,Low
4501-VCPFK,0.1217,Low,23.12,High,0.4311,0,0.12268546171305698,0.44206503,0.4311,0.2802,Grow_Upsell,Campana de upsell / cross-sell,Low
2585-KTFRE,0.302,Low,0.12,Low,0.5524,0,0.33807191494445105,0.002294455,0.5524,0.2802,Maintain,Mantenimiento - comunicacion periodica,Low
0742-MOABM,0.3338,Medium,8.48,Medium,0.2174,0,0.3760602078604707,0.16214149,0.2174,0.2802,Maintain,Mantenimiento - comunicacion periodica,Low
2208-UGTGR,0.4261,Medium,0.2,Low,0.179,0,0.4863218253494206,0.003824092,0.179,0.2801,Maintain,Mantenimiento - comunicacion periodica,Low
0111-KLBQG,0.3673,Medium,1.97,Low,0.3037,0,0.4160793214669693,0.037667304,0.3037,0.2801,Maintain,Mantenimiento - comunicacion periodica,Low
7878-RTCZG,0.4302,Medium,0.54,Low,0.1563,0,0.4912196870146936,0.010325048,0.1563,0.28,Maintain,Mantenimiento - comunicacion periodica,Low
3900-AQPHZ,0.4302,Medium,0.54,Low,0.1563,0,0.4912196870146936,0.010325048,0.1563,0.28,Maintain,Mantenimiento - comunicacion periodica,Low
6654-QGBZZ,0.4302,Medium,0.54,Low,0.1563,0,0.4912196870146936,0.010325048,0.1563,0.28,Maintain,Mantenimiento - comunicacion periodica,Low
7310-EGVHZ,0.4319,Medium,0.29,Low,0.1574,0,0.49325050770517265,0.005544933,0.1574,0.2798,Maintain,Mantenimiento - comunicacion periodica,Low
6701-DHKWQ,0.0381,Low,31.85,High,0.4287,0,0.022816867757735042,0.6089866,0.4287,0.2798,Grow_Upsell,Campana de upsell / cross-sell,Low
4062-HBMOS,0.4446,Medium,0.0,Low,0.1261,0,0.5084219328634572,0.0,0.1261,0.2794,Maintain,Mantenimiento - comunicacion periodica,Low
9626-VFRGG,0.3713,Medium,6.87,Medium,0.1476,0,0.4208577230916259,0.13135755,0.1476,0.2794,Maintain,Mantenimiento - comunicacion periodica,Low
5671-UUNXD,0.3212,Medium,4.96,Low,0.3505,0,0.3610082427428025,0.09483748,0.3505,0.2791,Maintain,Mantenimiento - comunicacion periodica,Low
5934-TSSAU,0.2389,Low,20.15,High,0.1603,0,0.262692629315494,0.38527724,0.1603,0.279,Grow_Upsell,Campana de upsell / cross-sell,Low
8276-MQBYC,0.4229,Medium,0.2,Low,0.1823,0,0.48249910404969537,0.003824092,0.1823,0.2789,Maintain,Mantenimiento - comunicacion periodica,Low
9738-QLWTP,0.2188,Low,24.07,High,0.1072,0,0.23868116115159482,0.46022946,0.1072,0.2788,Grow_Upsell,Campana de upsell / cross-sell,Low
7950-XWOVN,0.1847,Low,23.44,High,0.2269,0,0.1979452873013977,0.44818357,0.2269,0.2788,Grow_Upsell,Campana de upsell / cross-sell,Low
7529-ZDFXI,0.2753,Low,5.31,Medium,0.474,0,0.3061760840998686,0.101529635,0.474,0.2783,Maintain,Mantenimiento - comunicacion periodica,Low
2436-QBZFP,0.241,Low,19.88,Medium,0.1572,0,0.2652012901684387,0.3801147,0.1572,0.2781,Maintain,Mantenimiento - comunicacion periodica,Low
2233-TXSIU,0.1202,Low,28.55,High,0.2696,0,0.12089356110381078,0.5458891,0.2696,0.2781,Grow_Upsell,Campana de upsell / cross-sell,Low
6952-OMNWB,0.1505,Low,15.35,Medium,0.557,0,0.15708995341058418,0.29349905,0.557,0.278,Maintain,Mantenimiento - comunicacion periodica,Low
6661-EIPZC,0.1082,Low,29.14,High,0.2871,0,0.10655835622984113,0.55717015,0.2871,0.2779,Grow_Upsell,Campana de upsell / cross-sell,Low
9101-BWFSS,0.3057,Low,0.08,Low,0.5308,0,0.34249193644725845,0.0015296367,0.5308,0.2779,Maintain,Mantenimiento - comunicacion periodica,Low
8974-OVACP,0.4303,Medium,0.3,Low,0.152,0,0.49133914705531,0.005736138,0.152,0.2778,Maintain,Mantenimiento - comunicacion periodica,Low
7927-AUXBZ,0.363,Medium,10.01,Medium,0.0738,0,0.4109425397204635,0.1913958,0.0738,0.2777,Maintain,Mantenimiento - comunicacion periodica,Low
5515-IDEJJ,0.4258,Medium,0.56,Low,0.1563,0,0.4859634452275714,0.010707458,0.1563,0.2775,Maintain,Mantenimiento - comunicacion periodica,Low
7239-HZZCX,0.4203,Medium,0.71,Low,0.1681,0,0.47939314299366864,0.013575526,0.1681,0.2774,Maintain,Mantenimiento - comunicacion periodica,Low
3930-ZGWVE,0.4203,Medium,0.71,Low,0.1681,0,0.47939314299366864,0.013575526,0.1681,0.2774,Maintain,Mantenimiento - comunicacion periodica,Low
6661-HBGWL,0.4148,Medium,0.0,Low,0.2047,0,0.4728228407597659,0.0,0.2047,0.2774,Maintain,Mantenimiento - comunicacion periodica,Low
8784-CGILN,0.4272,Medium,0.0,Low,0.1664,0,0.4876358857962012,0.0,0.1664,0.2771,Maintain,Mantenimiento - comunicacion periodica,Low
8019-ENHXU,0.4324,Medium,0.7,Low,0.1302,0,0.4938478079082547,0.013384321,0.1302,0.277,Maintain,Mantenimiento - comunicacion periodica,Low
4654-GGUII,0.0939,Low,31.75,High,0.2501,0,0.08947557042169395,0.60707456,0.2501,0.2769,Grow_Upsell,Campana de upsell / cross-sell,Low
9445-SZLCH,0.4407,Medium,0.53,Low,0.1097,0,0.503762991279417,0.010133843,0.1097,0.2769,Maintain,Mantenimiento - comunicacion periodica,Low
4013-GUXND,0.4173,Medium,0.07,Low,0.193,0,0.4758093417751762,0.0013384322,0.193,0.2769,Maintain,Mantenimiento - comunicacion periodica,Low
2896-TBNBE,0.1667,Low,25.15,High,0.2215,0,0.1764424799904432,0.48087955,0.2215,0.2768,Grow_Upsell,Campana de upsell / cross-sell,Low
0277-ORXQS,0.066,Low,33.51,High,0.2818,0,0.0561462190897145,0.64072657,0.2818,0.2767,Grow_Upsell,Campana de upsell / cross-sell,Low
0430-IHCDJ,0.2778,Low,9.14,Medium,0.3468,0,0.30916258511527894,0.174761,0.3468,0.2764,Maintain,Mantenimiento - comunicacion periodica,Low
6164-HAQTX,0.0233,Low,29.38,High,0.5261,0,0.005136781746505796,0.56175905,0.5261,0.2763,Grow_Upsell,Campana de upsell / cross-sell,Low
3211-AAPKX,0.4104,Medium,0.0,Low,0.2123,0,0.46756659897264363,0.0,0.2123,0.2762,Maintain,Mantenimiento - comunicacion periodica,Low
8327-LZKAS,0.3881,Medium,0.48,Low,0.2644,0,0.44092700991518335,0.00917782,0.2644,0.2761,Maintain,Mantenimiento - comunicacion periodica,Low
4710-FDUIZ,0.3757,Medium,5.43,Medium,0.1591,0,0.42611396487874803,0.10382409,0.1591,0.276,Maintain,Mantenimiento - comunicacion periodica,Low
0319-QZTCO,0.3306,Medium,0.45,Low,0.4364,0,0.37223748656074546,0.008604206,0.4364,0.276,Maintain,Mantenimiento - comunicacion periodica,Low
1258-YMZNM,0.3122,Low,0.29,Low,0.4952,0,0.35025683908732524,0.005544933,0.4952,0.2758,Maintain,Mantenimiento - comunicacion periodica,Low
6088-BXMRG,0.4252,Medium,0.0,Low,0.1651,0,0.4852466849838729,0.0,0.1651,0.2756,Maintain,Mantenimiento - comunicacion periodica,Low
4588-YBNIB,0.4143,Medium,0.81,Low,0.1712,0,0.4722255405566838,0.015487572,0.1712,0.275,Maintain,Mantenimiento - comunicacion periodica,Low
0048-LUMLS,0.2266,Low,15.11,Medium,0.3216,0,0.2479990443196751,0.28891012,0.3216,0.275,Maintain,Mantenimiento - comunicacion periodica,Low
6988-CJEYV,0.4119,Medium,0.3,Low,0.1912,0,0.46935849958188985,0.005736138,0.1912,0.2746,Maintain,Mantenimiento - comunicacion periodica,Low
8621-MNIHH,0.4473,Medium,1.15,Low,0.0606,0,0.5116473539601003,0.021988528,0.0606,0.2745,Maintain,Mantenimiento - comunicacion periodica,Low
2657-ALMWY,0.3553,Medium,10.09,Medium,0.0766,0,0.40174411659299963,0.19292544,0.0766,0.2741,Maintain,Mantenimiento - comunicacion periodica,Low
9281-OFDMF,0.3321,Medium,4.83,Low,0.2964,0,0.3740293871699916,0.09235182,0.2964,0.274,Maintain,Mantenimiento - comunicacion periodica,Low
6284-AHOOQ,0.3699,Medium,4.91,Low,0.1814,0,0.4191852825229961,0.09388145,0.1814,0.274,Maintain,Mantenimiento - comunicacion periodica,Low
5294-DMSFH,0.3523,Medium,7.23,Medium,0.1647,0,0.39816031537450725,0.13824092,0.1647,0.2735,Maintain,Mantenimiento - comunicacion periodica,Low
2452-SNHFZ,0.1909,Low,19.9,Medium,0.2833,0,0.20535180981961534,0.38049713,0.2833,0.2735,Maintain,Mantenimiento - comunicacion periodica,Low
4291-HPAXL,0.4163,Medium,0.58,Low,0.1636,0,0.47461474136901205,0.011089866,0.1636,0.2734,Maintain,Mantenimiento - comunicacion periodica,Low
6771-XWBDM,0.428,Medium,0.03,Low,0.1446,0,0.48859156612113247,0.00057361374,0.1446,0.2734,Maintain,Mantenimiento - comunicacion periodica,Low
5071-FBJFS,0.338,Medium,8.15,Medium,0.178,0,0.3810775295663601,0.15583174,0.178,0.2729,Maintain,Mantenimiento - comunicacion periodica,Low
2081-KJSQF,0.4219,Medium,0.2,Low,0.1549,0,0.4813045036435312,0.003824092,0.1549,0.2728,Maintain,Mantenimiento - comunicacion periodica,Low
7191-ADRGF,0.102,Low,29.45,High,0.2709,0,0.09915183371162345,0.56309754,0.2709,0.2727,Grow_Upsell,Campana de upsell / cross-sell,Low
5110-CHOPY,0.0848,Low,29.84,High,0.3109,0,0.07860470672560028,0.5705545,0.3109,0.2726,Grow_Upsell,Campana de upsell / cross-sell,Low
7666-WKRON,0.1322,Low,31.05,High,0.1344,0,0.13522876597778044,0.5936902,0.1344,0.2726,Grow_Upsell,Campana de upsell / cross-sell,Low
0533-BNWKF,0.2357,Low,9.7,Medium,0.4364,0,0.25886990801576876,0.18546845,0.4364,0.2724,Maintain,Mantenimiento - comunicacion periodica,Low
0481-SUMCB,0.3228,Medium,4.03,Low,0.3386,0,0.3629196033926651,0.077055454,0.3386,0.2723,Maintain,Mantenimiento - comunicacion periodica,Low
0411-EZJZE,0.3231,Medium,0.19,Low,0.4473,0,0.3632779835145144,0.0036328873,0.4473,0.2722,Maintain,Mantenimiento - comunicacion periodica,Low
2478-EEWWM,0.2282,Low,14.34,Medium,0.3248,0,0.2499104049695377,0.2741874,0.3248,0.2722,Maintain,Mantenimiento - comunicacion periodica,Low
3428-MMGUB,0.1327,Low,21.63,High,0.4007,0,0.13582606618086251,0.41357553,0.4007,0.2721,Grow_Upsell,Campana de upsell / cross-sell,Low
2402-TAIRZ,0.1818,Low,25.58,High,0.1407,0,0.19448094612352168,0.48910135,0.1407,0.2721,Grow_Upsell,Campana de upsell / cross-sell,Low
3472-OAOOR,0.12,Low,23.26,High,0.3911,0,0.12065464102257795,0.44474187,0.3911,0.272,Grow_Upsell,Campana de upsell / cross-sell,Low
2195-ZRVAX,0.3181,Low,9.8,Medium,0.1852,0,0.3573049814836937,0.18738051,0.1852,0.2719,Maintain,Mantenimiento - comunicacion periodica,Low
7055-HNEOJ,0.2816,Low,2.93,Low,0.4909,0,0.3137020666587027,0.056022946,0.4909,0.2718,Maintain,Mantenimiento - comunicacion periodica,Low
7752-XUSCI,0.4063,Medium,0.0,Low,0.2008,0,0.4626687373073707,0.0,0.2008,0.2715,Maintain,Mantenimiento - comunicacion periodica,Low
3005-TYFRD,0.4322,Medium,0.01,Low,0.1233,0,0.49360888782702184,0.00019120458,0.1233,0.2715,Maintain,Mantenimiento - comunicacion periodica,Low
4012-ZTHBR,0.2311,Low,13.2,Medium,0.3451,0,0.25337474614741373,0.25239006,0.3451,0.2714,Maintain,Mantenimiento - comunicacion periodica,Low
8819-WFGGJ,0.0387,Low,29.45,High,0.4529,0,0.02353362800143352,0.56309754,0.4529,0.2713,Grow_Upsell,Campana de upsell / cross-sell,Low
8267-KFGYD,0.4044,Medium,0.02,Low,0.2044,0,0.4603989965356588,0.00038240917,0.2044,0.2712,Maintain,Mantenimiento - comunicacion periodica,Low
9508-ILZDG,0.4201,Medium,0.28,Low,0.1494,0,0.47915422291243576,0.005353729,0.1494,0.2711,Maintain,Mantenimiento - comunicacion periodica,Low
1298-PHBTI,0.0702,Low,27.15,High,0.4241,0,0.06116354079560387,0.51912045,0.4241,0.2711,Grow_Upsell,Campana de upsell / cross-sell,Low
6615-ZGEDR,0.4095,Medium,0.74,Low,0.168,0,0.4664914586070959,0.01414914,0.168,0.2711,Maintain,Mantenimiento - comunicacion periodica,Low
0187-WZNAB,0.2097,Low,20.96,High,0.1828,0,0.22781029745550116,0.4007648,0.1828,0.2707,Grow_Upsell,Campana de upsell / cross-sell,Low
9281-PKKZE,0.2595,Low,14.37,Medium,0.2225,0,0.28730139768247526,0.274761,0.2225,0.2706,Maintain,Mantenimiento - comunicacion periodica,Low
5498-TXHLF,0.328,Medium,7.23,Medium,0.2217,0,0.36913152550471867,0.13824092,0.2217,0.2704,Maintain,Mantenimiento - comunicacion periodica,Low
3164-AALRN,0.4049,Medium,2.69,Low,0.1215,0,0.4609962967387409,0.051434036,0.1215,0.2702,Maintain,Mantenimiento - comunicacion periodica,Low
0953-LGOVU,0.1843,Low,22.81,High,0.2023,0,0.19746744713893205,0.43613768,0.2023,0.27,Grow_Upsell,Campana de upsell / cross-sell,Low
5201-FRKKS,0.1727,Low,20.93,High,0.2908,0,0.18361008242742805,0.40019122,0.2908,0.27,Grow_Upsell,Campana de upsell / cross-sell,Low
2654-VBVPB,0.4134,Medium,0.54,Low,0.1563,0,0.4711504001911361,0.010325048,0.1563,0.2699,Maintain,Mantenimiento - comunicacion periodica,Low
3808-HFKDE,0.2126,Low,13.69,Medium,0.3781,0,0.23127463863337716,0.26175907,0.3781,0.2698,Maintain,Mantenimiento - comunicacion periodica,Low
1925-LFCZZ,0.183,Low,21.08,High,0.254,0,0.19591446661091866,0.40305927,0.254,0.2697,Grow_Upsell,Campana de upsell / cross-sell,Low
6769-DYBQN,0.3099,Low,9.92,Medium,0.195,0,0.34750925815314776,0.18967496,0.195,0.2697,Maintain,Mantenimiento - comunicacion periodica,Low
8190-ZTQFB,0.2129,Low,20.08,High,0.1931,0,0.2316330187552264,0.38393882,0.1931,0.2696,Grow_Upsell,Campana de upsell / cross-sell,Low
0096-BXERS,0.2698,Low,8.0,Medium,0.3677,0,0.2996057818659658,0.15296367,0.3677,0.2692,Maintain,Mantenimiento - comunicacion periodica,Low
2207-OBZNX,0.3719,Medium,7.56,Medium,0.0734,0,0.4215744833353243,0.14455067,0.0734,0.2688,Maintain,Mantenimiento - comunicacion periodica,Low
2761-XECQW,0.2176,Low,15.2,Medium,0.3151,0,0.23724764066419785,0.29063097,0.3151,0.2688,Maintain,Mantenimiento - comunicacion periodica,Low
0410-IPFTY,0.3063,Low,11.27,Medium,0.1627,0,0.3432086966909569,0.21548758,0.1627,0.2688,Maintain,Mantenimiento - comunicacion periodica,Low
5872-OEQNH,0.0671,Low,27.45,High,0.4123,0,0.05746027953649505,0.5248566,0.4123,0.2686,Grow_Upsell,Campana de upsell / cross-sell,Low
3325-FUYCG,0.3451,Medium,0.71,Low,0.3484,0,0.38955919245012544,0.013575526,0.3484,0.2685,Maintain,Mantenimiento - comunicacion periodica,Low
2111-DWYHN,0.3997,Medium,0.01,Low,0.2051,0,0.45478437462668736,0.00019120458,0.2051,0.2685,Maintain,Mantenimiento - comunicacion periodica,Low
8620-RJPZN,0.4077,Medium,0.08,Low,0.1795,0,0.4643411778760005,0.0015296367,0.1795,0.2685,Maintain,Mantenimiento - comunicacion periodica,Low
1919-RTPQD,0.2271,Low,13.53,Medium,0.3331,0,0.24859634452275717,0.2586998,0.3331,0.2685,Maintain,Mantenimiento - comunicacion periodica,Low
2782-JEEBU,0.1656,Low,22.6,High,0.2559,0,0.17512841954366265,0.43212238,0.2559,0.2684,Grow_Upsell,Campana de upsell / cross-sell,Low
4781-ZXYGU,0.4142,Medium,0.32,Low,0.152,0,0.4721060805160674,0.0061185467,0.152,0.2683,Maintain,Mantenimiento - comunicacion periodica,Low
5813-UECBU,0.3186,Low,11.44,Medium,0.1188,0,0.3579022816867758,0.21873805,0.1188,0.2683,Maintain,Mantenimiento - comunicacion periodica,Low
0407-BDJKB,0.4267,Medium,0.27,Low,0.1157,0,0.48703858559311913,0.005162524,0.1157,0.2682,Maintain,Mantenimiento - comunicacion periodica,Low
5143-WMWOG,0.4119,Medium,0.5,Low,0.1528,0,0.46935849958188985,0.009560229,0.1528,0.2681,Maintain,Mantenimiento - comunicacion periodica,Low
3842-QTGDL,0.3007,Low,14.49,Medium,0.0829,0,0.3365189344164377,0.27705544,0.0829,0.268,Maintain,Mantenimiento - comunicacion periodica,Low
1750-CSKKM,0.3596,Medium,2.96,Low,0.2381,0,0.4068808983395054,0.05659656,0.2381,0.268,Maintain,Mantenimiento - comunicacion periodica,Low
9492-TOKRI,0.3386,Medium,5.41,Medium,0.2297,0,0.38179428981005853,0.10344168,0.2297,0.2679,Maintain,Mantenimiento - comunicacion periodica,Low
6968-GMKPR,0.2639,Low,14.25,Medium,0.1993,0,0.29255763946959745,0.27246654,0.1993,0.2679,Maintain,Mantenimiento - comunicacion periodica,Low
2923-ARZLG,0.2566,Low,0.87,Low,0.6051,1,0.28383705650459923,0.0166348,0.6051,0.2679,Investigate_Billing,Revision de facturacion / condiciones especiales,Low
6778-YSNIH,0.3235,Medium,0.54,Low,0.4136,0,0.36375582367698006,0.010325048,0.4136,0.2677,Maintain,Mantenimiento - comunicacion periodica,Low
0634-SZPQA,0.3446,Medium,5.29,Medium,0.2137,0,0.38896189224704336,0.10114723,0.2137,0.2676,Maintain,Mantenimiento - comunicacion periodica,Low
7795-CFOCW,0.0462,Low,30.72,High,0.3746,0,0.032493131047664554,0.58738047,0.3746,0.2674,Grow_Upsell,Campana de upsell / cross-sell,Low
3803-KMQFW,0.4066,Medium,0.09,Low,0.1767,0,0.4630271174292199,0.0017208414,0.1767,0.2674,Maintain,Mantenimiento - comunicacion periodica,Low
8563-OYMQY,0.361,Medium,4.61,Low,0.1824,0,0.4085533389081352,0.088145316,0.1824,0.2672,Maintain,Mantenimiento - comunicacion periodica,Low
0999-QXNSA,0.2321,Low,12.77,Medium,0.333,0,0.2545693465535779,0.24416827,0.333,0.2671,Maintain,Mantenimiento - comunicacion periodica,Low
5067-WJEUN,0.0333,Low,27.68,High,0.4989,0,0.01708278580814718,0.5292543,0.4989,0.2671,Grow_Upsell,Campana de upsell / cross-sell,Low
6617-WLBQC,0.1525,Low,24.19,High,0.2423,0,0.15947915422291245,0.4625239,0.2423,0.267,Grow_Upsell,Campana de upsell / cross-sell,Low
7547-EKNFS,0.4307,Medium,0.69,Low,0.0859,0,0.49181698721777567,0.0131931165,0.0859,0.267,Maintain,Mantenimiento - comunicacion periodica,Low
6008-NAIXK,0.2129,Low,16.56,Medium,0.2809,0,0.2316330187552264,0.3166348,0.2809,0.267,Maintain,Mantenimiento - comunicacion periodica,Low
0541-FITGH,0.286,Low,0.6,Low,0.5193,0,0.31895830844582485,0.011472276,0.5193,0.2668,Maintain,Mantenimiento - comunicacion periodica,Low
1447-PJGGA,0.2787,Low,15.84,Medium,0.1042,0,0.3102377254808267,0.30286807,0.1042,0.2668,Maintain,Mantenimiento - comunicacion periodica,Low
2137-DQMEV,0.0651,Low,27.63,High,0.404,0,0.05507107872416677,0.52829826,0.404,0.2668,Grow_Upsell,Campana de upsell / cross-sell,Low
0141-YEAYS,0.3297,Medium,8.81,Medium,0.1522,0,0.3711623461951977,0.16845125,0.1522,0.2666,Maintain,Mantenimiento - comunicacion periodica,Low
8073-IJDCM,0.4113,Medium,0.17,Low,0.1558,0,0.46864173933819137,0.003250478,0.1558,0.2665,Maintain,Mantenimiento - comunicacion periodica,Low
5010-IPEAQ,0.0294,Low,29.53,High,0.453,0,0.012423844224107037,0.5646272,0.453,0.2662,Grow_Upsell,Campana de upsell / cross-sell,Low
9541-ZPSEA,0.0575,Low,31.08,High,0.324,0,0.04599211563731933,0.59426385,0.324,0.2661,Grow_Upsell,Campana de upsell / cross-sell,Low
6048-QBXKL,0.3031,Low,1.39,Low,0.4417,0,0.3393859753912316,0.026577437,0.4417,0.266,Maintain,Mantenimiento - comunicacion periodica,Low
8840-DQLGN,0.3472,Medium,0.17,Low,0.3445,0,0.39206785330307015,0.003250478,0.3445,0.2659,Maintain,Mantenimiento - comunicacion periodica,Low
6849-WLEYG,0.4008,Medium,0.73,Low,0.1681,0,0.4560984350734679,0.013957935,0.1681,0.2659,Maintain,Mantenimiento - comunicacion periodica,Low
2858-EIMXH,0.2528,Low,9.87,Medium,0.3471,0,0.2792975749611755,0.18871893,0.3471,0.2657,Maintain,Mantenimiento - comunicacion periodica,Low
